t,signal,gamma
0.0,(0.9999999999999961+4.554733326611604e-16j),0.0001
0.0001,(0.9999993690369066+0.0008495263185595563j),0.0001
0.0002,(0.9999980163792351+0.00169905156510161j),0.0001
0.00030000000000000003,(0.9999959420283538+0.0025485751265289266j),0.0001
0.0004,(0.9999931459861535+0.003398096389745093j),0.0001
0.0005,(0.9999896282550367+0.004247614741655717j),0.0001
0.0006000000000000001,(0.9999853888379274+0.005097129569169267j),0.0001
0.0007,(0.999980427738284+0.005946640259196825j),0.0001
0.0008,(0.9999747449600731+0.006796146198651903j),0.0001
0.0009000000000000001,(0.9999683405077842+0.0076456467744533355j),0.0001
0.001,(0.9999612143864303+0.008495141373522813j),0.0001
0.0011,(0.999953366601542+0.009344629382787182j),0.0001
0.0012000000000000001,(0.9999447971591793+0.010194110189178705j),0.0001
0.0013000000000000002,(0.9999355060659134+0.011043583179635105j),0.0001
0.0014,(0.9999254933288332+0.011893047741099417j),0.0001
0.0015,(0.9999147589555676+0.012742503260522075j),0.0001
0.0016,(0.9999033029542402+0.013591949124859596j),0.0001
0.0017000000000000001,(0.999891125333514+0.014441384721076124j),0.0001
0.0018000000000000002,(0.9998782261025694+0.01529080943614369j),0.0001
0.0019,(0.9998646052711054+0.0161402226570417j),0.0001
0.002,(0.9998502628493382+0.016989623770759504j),0.0001
0.0021000000000000003,(0.9998351988480132+0.01783901216429431j),0.0001
0.0022,(0.9998194132783841+0.01868838722465353j),0.0001
0.0023,(0.9998029061522388+0.019537748338854206j),0.0001
0.0024000000000000002,(0.9997856774818781+0.02038709489392381j),0.0001
0.0025,(0.9997677272801336+0.021236426276901022j),0.0001
0.0026000000000000003,(0.9997490555603403+0.02208574187483559j),0.0001
0.0027,(0.9997296623363641+0.022935041074788512j),0.0001
0.0028,(0.9997095476225951+0.023784323263833538j),0.0001
0.0029000000000000002,(0.9996887114339345+0.024633587829056884j),0.0001
0.003,(0.9996671537858177+0.02548283415755768j),0.0001
0.0031000000000000003,(0.9996448746941843+0.026332061636448634j),0.0001
0.0032,(0.9996218741755021+0.027181269652856648j),0.0001
0.0033,(0.9995981522467635+0.028030457593922323j),0.0001
0.0034000000000000002,(0.9995737089254839+0.028879624846801937j),0.0001
0.0035,(0.9995485442296861+0.029728770798666256j),0.0001
0.0036000000000000003,(0.9995226581779196+0.030577894836702396j),0.0001
0.0037,(0.9994960507892647+0.03142699634811309j),0.0001
0.0038,(0.9994687220833044+0.0322760747201179j),0.0001
0.0039000000000000003,(0.9994406720801541+0.033125129339953416j),0.0001
0.004,(0.9994119008004496+0.03397415959487368j),0.0001
0.0041,(0.9993824082653409+0.03482316487215083j),0.0001
0.004200000000000001,(0.9993521944965059+0.035672144559075046j),0.0001
0.0043,(0.9993212595161391+0.03652109804295537j),0.0001
0.0044,(0.9992896033469523+0.03737002471112022j),0.0001
0.0045000000000000005,(0.9992572260121835+0.038218923950917916j),0.0001
0.0046,(0.999224127535592+0.03906779514971621j),0.0001
0.0047,(0.9991903079414489+0.03991663769490394j),0.0001
0.0048000000000000004,(0.9991557672545511+0.040765450973891025j),0.0001
0.0049,(0.9991205055002206+0.04161423437410876j),0.0001
0.005,(0.9990845227042929+0.0424629872830099j),0.0001
0.0051,(0.9990478188931254+0.043311709088069875j),0.0001
0.005200000000000001,(0.9990103940935967+0.04416039917678723j),0.0001
0.0053,(0.9989722483331062+0.04500905693668319j),0.0001
0.0054,(0.9989333816395757+0.04585768175530306j),0.0001
0.0055000000000000005,(0.9988937940414411+0.04670627302021571j),0.0001
0.0056,(0.998853485567662+0.04755483011901517j),0.0001
0.0057,(0.9988124562477158+0.048403352439319876j),0.0001
0.0058000000000000005,(0.9987707061116079+0.04925183936877448j),0.0001
0.0059,(0.9987282351898573+0.05010029029504834j),0.0001
0.006,(0.9986850435135035+0.05094870460583831j),0.0001
0.0061,(0.9986411311141055+0.051797081688867375j),0.0001
0.006200000000000001,(0.998596498023746+0.05264542093188579j),0.0001
