t,signal,gamma
0.0,(0.9999999999999961+4.554733326611604e-16j),0.005
0.0001,(0.9999861335327346+0.0008494542470852833j),0.005
0.0002,(0.9999715456985292+0.0016988849364242824j),0.005
0.00030000000000000003,(0.9999562365273967+0.0025482914555993424j),0.005
0.0004,(0.9999402060498673+0.003397673192224351j),0.005
0.0005,(0.9999234542970004+0.004247029533949387j),0.005
0.0006000000000000001,(0.9999059813003632+0.005096359868458336j),0.005
0.0007,(0.999887787092056+0.005945663583470964j),0.005
0.0008,(0.9998688717046893+0.006794940066741847j),0.005
0.0009000000000000001,(0.9998492351713957+0.007644188706063177j),0.005
0.001,(0.9998288775258313+0.008493408889262699j),0.005
0.0011,(0.9998077988021656+0.009342600004204808j),0.005
0.0012000000000000001,(0.9997859990350911+0.010191761438792836j),0.005
0.0013000000000000002,(0.9997634782598142+0.011040892580967517j),0.005
0.0014,(0.9997402365120756+0.01188999281870767j),0.005
0.0015,(0.9997162738281149+0.01273906154003121j),0.005
0.0016,(0.9996915902447058+0.013588098132995245j),0.005
0.0017000000000000001,(0.9996661857991351+0.014437101985696893j),0.005
0.0018000000000000002,(0.9996400605292141+0.015286072486272763j),0.005
0.0019,(0.9996132144732671+0.016135009022900836j),0.005
0.002,(0.9995856476701389+0.01698391098379934j),0.005
0.0021000000000000003,(0.9995573601591952+0.01783277775722881j),0.005
0.0022,(0.9995283519803192+0.01868160873149096j),0.005
0.0023,(0.9994986231739189+0.01953040329493053j),0.005
0.0024000000000000002,(0.9994681737809185+0.020379160835934322j),0.005
0.0025,(0.9994370038427414+0.021227880742933223j),0.005
0.0026000000000000003,(0.9994051134013688+0.022076562404401076j),0.005
0.0027,(0.9993725024992702+0.022925205208856218j),0.005
0.0028,(0.99933917117944+0.023773808544861535j),0.005
0.0029000000000000002,(0.9993051194854033+0.02462237180102478j),0.005
0.003,(0.9992703474611898+0.025470894365999183j),0.005
0.0031000000000000003,(0.9992348551513531+0.026319375628483903j),0.005
0.0032,(0.9991986426009711+0.02716781497722461j),0.005
0.0033,(0.9991617098556277+0.02801621180101317j),0.005
0.0034000000000000002,(0.9991240569614362+0.028864565488689146j),0.005
0.0035,(0.9990856839650244+0.029712875429139845j),0.005
0.0036000000000000003,(0.9990465909135399+0.0305611410113003j),0.005
0.0037,(0.999006777854645+0.0314093616241539j),0.005
0.0038,(0.9989662448365231+0.03225753665673358j),0.005
0.0039000000000000003,(0.9989249919078768+0.033105665498121384j),0.005
0.004,(0.9988830191179289+0.033953747537449015j),0.005
0.0041,(0.9988403265164126+0.034801782163898946j),0.005
0.004200000000000001,(0.9987969141535866+0.035649768766703435j),0.005
0.0043,(0.9987527820802252+0.036497706735147045j),0.005
0.0044,(0.9987079303476246+0.037345595458565445j),0.005
0.0045000000000000005,(0.9986623590075838+0.038193434326345733j),0.005
0.0046,(0.998616068112439+0.03904122272792878j),0.005
0.0047,(0.9985690577150379+0.039888960052807135j),0.005
0.0048000000000000004,(0.9985213278687405+0.04073664569052741j),0.005
0.0049,(0.9984728786274311+0.04158427903068968j),0.005
0.005,(0.998423710045509+0.04243185946294862j),0.005
0.0051,(0.9983738221778867+0.043279386377013035j),0.005
0.005200000000000001,(0.9983232150800051+0.04412685916264717j),0.005
0.0053,(0.998271888807812+0.04497427720967126j),0.005
0.0054,(0.99821984341778+0.04582163990796046j),0.005
0.0055000000000000005,(0.9981670789668968+0.04666894664744728j),0.005
0.0056,(0.9981135955126684+0.04751619681812088j),0.005
0.0057,(0.9980593931131111+0.0483633898100272j),0.005
0.0058000000000000005,(0.998004471826768+0.04921052501327034j),0.005
0.0059,(0.9979488317126973+0.050057601818013345j),0.005
0.006,(0.9978924728304729+0.050904619614476315j),0.005
0.0061,(0.9978353952401801+0.05175157779293945j),0.005
0.006200000000000001,(0.9977775990024359+0.05259847574374229j),0.005
0.0063,(0.9977190841783551+0.05344531285728396j),0.005
0.0064,(0.9976598508295883+0.05429208852402485j),0.005
0.006500000000000001,(0.9975998990182886+0.05513880213448448j),0.005
0.0066,(0.9975392288071343+0.05598545307924566j),0.005
0.0067,(0.9974778402593169+0.05683204074895157j),0.005
0.0068000000000000005,(0.9974157334385518+0.05767856453430765j),0.005
0.006900000000000001,(0.9973529084090531+0.05852502382608214j),0.005
0.007,(0.9972893652355683+0.05937141801510677j),0.005
0.0071,(0.9972251039833646+0.06021774649227578j),0.005
0.007200000000000001,(0.9971601247182059+0.06106400864854765j),0.005
0.0073,(0.9970944275063893+0.06191020387494508j),0.005
0.0074,(0.9970280124147206+0.06275633156255594j),0.005
0.007500000000000001,(0.9969608795105309+0.06360239110253312j),0.005
0.0076,(0.996893028861656+0.06444838188609475j),0.005
0.0077,(0.9968244605364522+0.06529430330452562j),0.005
0.0078000000000000005,(0.9967551746037909+0.06614015474917652j),0.005
0.0079,(0.9966851711330632+0.06698593561146522j),0.005
0.008,(0.996614450194179+0.06783164528287719j),0.005
0.0081,(0.9965430118575491+0.06867728315496574j),0.005
0.0082,(0.9964708561941205+0.06952284861935182j),0.005
0.0083,(0.9963979832753417+0.07036834106772595j),0.005
0.008400000000000001,(0.9963243931731783+0.07121375989184724j),0.005
0.0085,(0.996250085960116+0.07205910448354418j),0.005
0.0086,(0.996175061709156+0.0729043742347159j),0.005
0.008700000000000001,(0.996099320493817+0.07374956853733161j),0.005
0.0088,(0.9960228623881195+0.07459468678343086j),0.005
0.0089,(0.995945687466614+0.07543972836512536j),0.005
0.009000000000000001,(0.9958677958043658+0.07628469267459835j),0.005
0.0091,(0.995789187476947+0.07712957910410531j),0.005
0.0092,(0.9957098625604458+0.0779743870459738j),0.005
0.009300000000000001,(0.995629821131474+0.07881911589260514j),0.005
0.0094,(0.9955490632671573+0.07966376503647349j),0.005
0.0095,(0.9954675890451253+0.08050833387012733j),0.005
0.009600000000000001,(0.99538539854353+0.08135282178618994j),0.005
0.0097,(0.9953024918410417+0.08219722817735868j),0.005
0.0098,(0.9952188690168423+0.08304155243640628j),0.005
0.0099,(0.9951345301506206+0.08388579395618131j),0.005
0.01,(0.9950494753225894+0.08472995212960846j),0.005
0.010100000000000001,(0.994963704613481+0.08557402634968915j),0.005
0.0102,(0.9948772181045271+0.08641801600950144j),0.005
0.0103,(0.9947900158774816+0.08726192050220082j),0.005
0.010400000000000001,(0.9947020980146185+0.08810573922102072j),0.005
0.0105,(0.9946134645987211+0.08894947155927259j),0.005
0.0106,(0.9945241157130758+0.08979311691034783j),0.005
0.010700000000000001,(0.9944340514415027+0.0906366746677153j),0.005
0.0108,(0.9943432718683258+0.09148014422492458j),0.005
0.0109,(0.9942517770783788+0.09232352497560496j),0.005
0.011000000000000001,(0.9941595671570158+0.09316681631346616j),0.005
0.0111,(0.9940666421901052+0.09401001763229858j),0.005
0.0112,(0.993973002264031+0.09485312832597455j),0.005
0.011300000000000001,(0.9938786474656799+0.09569614778844787j),0.005
0.0114,(0.9937835778824642+0.0965390754137541j),0.005
0.0115,(0.9936877936022969+0.09738191059601267j),0.005
0.011600000000000001,(0.9935912947136255+0.09822465272942477j),0.005
0.0117,(0.9934940813053861+0.09906730120827546j),0.005
0.0118,(0.9933961534670466+0.0999098554269344j),0.005
0.0119,(0.9932975112885737+0.10075231477985494j),0.005
0.012,(0.9931981548604644+0.1015946786615753j),0.005
0.012100000000000001,(0.9930980842737116+0.10243694646672002j),0.005
0.0122,(0.9929972996198329+0.10327911758999742j),0.005
0.0123,(0.9928958009908542+0.1041211914262034j),0.005
0.012400000000000001,(0.992793588479308+0.1049631673702201j),0.005
0.0125,(0.9926906621782536+0.10580504481701654j),0.005
0.0126,(0.9925870221812538+0.10664682316164859j),0.005
0.012700000000000001,(0.992482668582377+0.10748850179926155j),0.005
0.0128,(0.9923776014762243+0.10833008012508712j),0.005
0.0129,(0.9922718209578905+0.109171557534447j),0.005
0.013000000000000001,(0.9921653271229953+0.11001293342275245j),0.005
0.0131,(0.9920581200676594+0.11085420718550217j),0.005
0.0132,(0.9919501998885192+0.1116953782182877j),0.005
0.013300000000000001,(0.9918415666827315+0.11253644591678852j),0.005
0.0134,(0.9917322205479541+0.11337740967677679j),0.005
0.0135,(0.9916221615823605+0.11421826889411524j),0.005
0.013600000000000001,(0.9915113898846473+0.11505902296475842j),0.005
0.0137,(0.9913999055539977+0.11589967128475351j),0.005
0.013800000000000002,(0.9912877086901294+0.11674021325023917j),0.005
0.013900000000000001,(0.9911747993932543+0.1175806482574487j),0.005
0.014,(0.991061177764116+0.11842097570270801j),0.005
0.014100000000000001,(0.9909468439039553+0.11926119498243669j),0.005
0.0142,(0.9908317979145239+0.12010130549314955j),0.005
0.0143,(0.9907160398980901+0.12094130663145508j),0.005
0.014400000000000001,(0.9905995699574287+0.12178119779405756j),0.005
0.0145,(0.9904823881958311+0.12262097837775798j),0.005
0.0146,(0.9903644947170979+0.12346064777945205j),0.005
0.014700000000000001,(0.9902458896255321+0.12430020539613142j),0.005
0.0148,(0.9901265730259627+0.12513965062488724j),0.005
