t,signal,gamma
0.0,(0.9999999999999993-4.3449613820593404e-17j),0.001
0.0001,(0.9999977644753629-0.0006692399751958507j),0.001
0.0002,(0.9999950810392496-0.0013384769442565394j),0.001
0.00030000000000000003,(0.9999919496946762-0.0020077106074036007j),0.001
0.0004,(0.9999883704448693-0.00267694066486277j),0.001
0.0005,(0.9999843432932525-0.0033461668168627678j),0.001
0.0006000000000000001,(0.999979868243448-0.004015388763635226j),0.001
0.0007,(0.9999749452992799-0.004684606205414542j),0.001
0.0008,(0.9999695744647769-0.0053538188424388095j),0.001
0.0009000000000000001,(0.999963755744161-0.0060230263749495435j),0.001
0.001,(0.999957489141859-0.006692228503191218j),0.001
0.0011,(0.9999507746625005-0.007361424927411918j),0.001
0.0012000000000000001,(0.9999436123109059-0.00803061534786453j),0.001
0.0013000000000000002,(0.9999360020921083-0.008699799464804911j),0.001
0.0014,(0.9999279440113414-0.00936897697849274j),0.001
0.0015,(0.9999194380740256-0.010038147589192298j),0.001
0.0016,(0.9999104842857963-0.010707310997172627j),0.001
0.0017000000000000001,(0.9999010826524822-0.01137646690270679j),0.001
0.0018000000000000002,(0.9998912331801125-0.01204561500607236j),0.001
0.0019,(0.9998809358749223-0.012714755007551693j),0.001
0.002,(0.9998701907433407-0.013383886607432125j),0.001
0.0021000000000000003,(0.9998589977920052-0.014053009506005689j),0.001
0.0022,(0.9998473570277434-0.014722123403569785j),0.001
0.0023,(0.9998352684575941-0.015391228000426848j),0.001
0.0024000000000000002,(0.999822732088788-0.01606032299688504j),0.001
0.0025,(0.9998097479287623-0.0167294080932576j),0.001
0.0026000000000000003,(0.9997963159851513-0.017398482989863677j),0.001
0.0027,(0.9997824362657971-0.0180675473870283j),0.001
0.0028,(0.9997681087787275-0.018736600985082116j),0.001
0.0029000000000000002,(0.9997533335321821-0.01940564348436213j),0.001
0.003,(0.9997381105346079-0.02007467458521134j),0.001
0.0031000000000000003,(0.9997224397946302-0.020743693987979168j),0.001
0.0032,(0.9997063213210947-0.02141270139302134j),0.001
0.0033,(0.999689755123046-0.022081696500700486j),0.001
0.0034000000000000002,(0.9996727412097111-0.022750679011385517j),0.001
0.0035,(0.9996552795905385-0.023419648625452642j),0.001
0.0036000000000000003,(0.9996373702751716-0.02408860504328493j),0.001
0.0037,(0.9996190132734435-0.02475754796527233j),0.001
0.0038,(0.9996002085954091-0.025426477091812286j),0.001
0.0039000000000000003,(0.9995809562512967-0.026095392123309767j),0.001
0.004,(0.999561256251562-0.026764292760176875j),0.001
0.0041,(0.9995411086068337-0.02743317870283373j),0.001
0.004200000000000001,(0.999520513327972-0.02810204965170827j),0.001
0.0043,(0.9994994704260108-0.028770905307235962j),0.001
0.0044,(0.9994779799121991-0.029439745369860822j),0.001
0.0045000000000000005,(0.9994560417979821-0.030108569540034654j),0.001
0.0046,(0.9994336560950046-0.030777377518218j),0.001
0.0047,(0.999410822815115-0.031446169004879544j),0.001
0.0048000000000000004,(0.9993875419703578-0.03211494370049678j),0.001
0.0049,(0.9993638135729794-0.032783701305555746j),0.001
0.005,(0.999339637635428-0.03345244152055154j),0.001
0.0051,(0.9993150141703525-0.0341211640459882j),0.001
0.005200000000000001,(0.999289943190609-0.03478986858237887j),0.001
0.0053,(0.9992644247092294-0.03545855483024604j),0.001
0.0054,(0.9992384587394793-0.03612722249012157j),0.001
0.0055000000000000005,(0.9992120452947983-0.03679587126254674j),0.001
0.0056,(0.999185184388842-0.0374645008480726j),0.001
0.0057,(0.9991578760354551-0.03813311094726049j),0.001
0.0058000000000000005,(0.9991301202486949-0.03880170126068082j),0.001
0.0059,(0.9991019170428108-0.03947027148891448j),0.001
0.006,(0.999073266432251-0.040138821332552865j),0.001
0.0061,(0.9990441684316758-0.04080735049219717j),0.001
0.006200000000000001,(0.9990146230559291-0.041475858668459584j),0.001
0.0063,(0.9989846303200665-0.04214434556196251j),0.001
0.0064,(0.9989541902393376-0.04281281087333938j),0.001
0.006500000000000001,(0.998923302829201-0.043481254303234344j),0.001
0.0066,(0.9988919681053108-0.04414967555230283j),0.001
0.0067,(0.9988601860835166-0.04481807432121087j),0.001
0.0068000000000000005,(0.9988279567798753-0.04548645031063641j),0.001
0.006900000000000001,(0.9987952802106409-0.046154803221268366j),0.001
0.007,(0.9987621563922741-0.04682313275380762j),0.001
0.0071,(0.9987285853414155-0.04749143860896607j),0.001
0.007200000000000001,(0.9986945670749338-0.048159720487468284j),0.001
0.0073,(0.9986601016098794-0.04882797809005012j),0.001
0.0074,(0.9986251889635089-0.04949621111745999j),0.001
0.007500000000000001,(0.9985898291532801-0.050164419270458144j),0.001
0.0076,(0.998554022196849-0.050832602249817546j),0.001
0.0077,(0.9985177681120717-0.05150075975632295j),0.001
0.0078000000000000005,(0.9984810669169987-0.052168891490773125j),0.001
0.0079,(0.9984439186298976-0.05283699715397788j),0.001
0.008,(0.9984063232692235-0.05350507644676128j),0.001
0.0081,(0.9983682808536276-0.05417312906995981j),0.001
0.0082,(0.9983297914019718-0.05484115472442306j),0.001
0.0083,(0.9982908549333162-0.055509153111014356j),0.001
0.008400000000000001,(0.9982514714669168-0.056177123930609855j),0.001
0.0085,(0.9982116410222284-0.056845066884099786j),0.001
0.0086,(0.9981713636189161-0.0575129816723877j),0.001
0.008700000000000001,(0.9981306392768315-0.058180867996391446j),0.001
0.0088,(0.9980894680160385-0.05884872555704236j),0.001
0.0089,(0.9980478498567952-0.05951655405528615j),0.001
0.009000000000000001,(0.9980057848195527-0.06018435319208289j),0.001
0.0091,(0.9979632729249822-0.060852122668406186j),0.001
0.0092,(0.9979203141939363-0.06151986218524532j),0.001
0.009300000000000001,(0.9978769086474706-0.062187571443603415j),0.001
0.0094,(0.997833056306854-0.06285525014449893j),0.001
0.0095,(0.9977887571935358-0.06352289798896456j),0.001
0.009600000000000001,(0.9977440113291842-0.06419051467804833j),0.001
0.0097,(0.9976988187356474-0.06485809991281384j),0.001
0.0098,(0.9976531794349935-0.0655256533943395j),0.001
0.0099,(0.9976070934494796-0.0661931748237192j),0.001
0.01,(0.997560560801564-0.06686066390206241j),0.001
0.010100000000000001,(0.9975135815139076-0.06752812033049466j),0.001
0.0102,(0.9974661556093695-0.06819554381015709j),0.001
0.0103,(0.9974182831110092-0.06886293404220668j),0.001
0.010400000000000001,(0.9973699640420808-0.06953029072781652j),0.001
0.0105,(0.9973211984260554-0.07019761356817607j),0.001
0.0106,(0.9972719862865804-0.07086490226449119j),0.001
0.010700000000000001,(0.9972223276475207-0.07153215651798442j),0.001
0.0108,(0.997172222532932-0.07219937602989444j),0.001
0.0109,(0.9971216709670765-0.0728665605014771j),0.001
0.011000000000000001,(0.9970706729744122-0.07353370963400499j),0.001
0.0111,(0.997019228579594-0.07420082312876791j),0.001
0.0112,(0.996967337807485-0.07486790068707233j),0.001
0.011300000000000001,(0.9969150006831429-0.07553494201024304j),0.001
0.0114,(0.9968622172318233-0.07620194679962136j),0.001
0.0115,(0.9968089874789893-0.07686891475656651j),0.001
0.011600000000000001,(0.9967553114502957-0.07753584558245548j),0.001
0.0117,(0.9967011891716-0.07820273897868278j),0.001
0.0118,(0.996646620668958-0.07886959464666159j),0.001
0.0119,(0.9965916059686302-0.07953641228782216j),0.001
0.012,(0.9965361450970709-0.08020319160361418j),0.001
0.012100000000000001,(0.9964802380809399-0.08086993229550499j),0.001
0.0122,(0.9964238849470892-0.08153663406498055j),0.001
0.0123,(0.9963670857225824-0.08220329661354528j),0.001
0.012400000000000001,(0.9963098404346672-0.082869919642723j),0.001
0.0125,(0.9962521491108043-0.08353650285405571j),0.001
0.0126,(0.9961940117786533-0.08420304594910509j),0.001
0.012700000000000001,(0.9961354284660594-0.0848695486294517j),0.001
0.0128,(0.9960763992010796-0.0855360105966953j),0.001
0.0129,(0.996016924011977-0.08620243155245526j),0.001
0.013000000000000001,(0.995957002927192-0.08686881119837035j),0.001
0.0131,(0.9958966359753928-0.0875351492360995j),0.001
0.0132,(0.9958358231854215-0.08820144536732137j),0.001
0.013300000000000001,(0.9957745645863362-0.08886769929373418j),0.001
0.0134,(0.9957128602073881-0.08953391071705602j),0.001
0.0135,(0.9956507100780292-0.0902000793390267j),0.001
0.013600000000000001,(0.9955881142279083-0.09086620486140487j),0.001
0.0137,(0.9955250726868835-0.09153228698597075j),0.001
0.013800000000000002,(0.9954615854850013-0.09219832541452445j),0.001
0.013900000000000001,(0.9953976526525106-0.09286431984888638j),0.001
0.014,(0.9953332742198652-0.09353026999090022j),0.001
0.014100000000000001,(0.9952684502177052-0.0941961755424281j),0.001
0.0142,(0.9952031806768915-0.09486203620535438j),0.001
0.0143,(0.9951374656284623-0.09552785168158501j),0.001
0.014400000000000001,(0.9950713051036745-0.09619362167304754j),0.001
0.0145,(0.9950046991339672-0.0968593458816896j),0.001
0.0146,(0.994937647750989-0.09752502400948238j),0.001
0.014700000000000001,(0.994870150986583-0.09819065575841797j),0.001
0.0148,(0.994802208872799-0.09885624083051087j),0.001
0.0149,(0.9947338214418806-0.09952177892779727j),0.001
0.015000000000000001,(0.9946649887262732-0.10018726975233572j),0.001
0.0151,(0.9945957107586122-0.10085271300620743j),0.001
0.0152,(0.9945259875717506-0.1015181083915157j),0.001
0.015300000000000001,(0.9944558191987234-0.10218345561038687j),0.001
0.0154,(0.9943852056727741-0.10284875436497005j),0.001
0.0155,(0.9943141470273437-0.10351400435743748j),0.001
0.015600000000000001,(0.9942426432960707-0.104179205289983j),0.001
0.015700000000000002,(0.9941706945127905-0.10484435686482564j),0.001
0.0158,(0.9940983007115475-0.10550945878420677j),0.001
0.0159,(0.9940254619265743-0.10617451075039165j),0.001
0.016,(0.9939521781923063-0.10683951246566767j),0.001
0.0161,(0.9938784495433906-0.107504463632348j),0.001
0.0162,(0.9938042760146537-0.10816936395276848j),0.001
0.016300000000000002,(0.9937296576411229-0.10883421312928926j),0.001
0.0164,(0.9936545944580403-0.10949901086429432j),0.001
0.0165,(0.9935790865008383-0.11016375686019182j),0.001
0.0166,(0.9935031338051438-0.11082845081941547j),0.001
0.0167,(0.993426736406791-0.11149309244442192j),0.001
0.016800000000000002,(0.9933498943418071-0.11215768143769334j),0.001
0.016900000000000002,(0.9932726076464252-0.11282221750173654j),0.001
0.017,(0.9931948763570629-0.11348670033908353j),0.001
0.0171,(0.993116700510355-0.11415112965229043j),0.001
0.0172,(0.9930380801431228-0.11481550514393928j),0.001
0.0173,(0.9929590152923985-0.115479826516638j),0.001
0.017400000000000002,(0.9928795059953962-0.11614409347301871j),0.001
0.0175,(0.9927995522895429-0.11680830571574019j),0.001
0.0176,(0.9927191542124629-0.11747246294748584j),0.001
0.0177,(0.9926383118019675-0.11813656487096552j),0.001
0.0178,(0.9925570250960838-0.1188006111889156j),0.001
0.0179,(0.9924752941330268-0.11946460160409772j),0.001
0.018000000000000002,(0.9923931189512154-0.12012853581930052j),0.001
0.0181,(0.9923104995892589-0.12079241353733812j),0.001
0.0182,(0.992227436085982-0.12145623446105128j),0.001
0.0183,(0.9921439284803923-0.12211999829330862j),0.001
0.0184,(0.9920599768116988-0.12278370473700434j),0.001
0.018500000000000003,(0.9919755811193202-0.1234473534950592j),0.001
0.018600000000000002,(0.9918907414428602-0.12411094427042277j),0.001
0.0187,(0.991805457822127-0.12477447676606994j),0.001
0.0188,(0.9917197302971307-0.12543795068500446j),0.001
0.0189,(0.9916335589080767-0.12610136573025593j),0.001
0.019,(0.9915469436953711-0.12676472160488303j),0.001
0.019100000000000002,(0.9914598846996076-0.1274280180119714j),0.001
0.019200000000000002,(0.9913723819615997-0.12809125465463378j),0.001
0.0193,(0.991284435522342-0.12875443123601274j),0.001
0.0194,(0.9911960454230303-0.12941754745927803j),0.001
0.0195,(0.9911072117050712-0.13008060302762675j),0.001
0.0196,(0.9910179344100533-0.13074359764428561j),0.001
0.019700000000000002,(0.9909282135797742-0.13140653101250982j),0.001
0.0198,(0.990838049256221-0.1320694028355826j),0.001
0.0199,(0.9907474414815977-0.1327322128168154j),0.001
0.02,(0.9906563902982825-0.13339496065954987j),0.001
0.0201,(0.9905648957488701-0.13405764606715648j),0.001
0.020200000000000003,(0.990472957876147-0.13472026874303447j),0.001
0.020300000000000002,(0.9903805767230891-0.13538282839061166j),0.001
0.0204,(0.9902877523328946-0.1360453247133474j),0.001
0.0205,(0.9901944847489393-0.13670775741472796j),0.001
0.0206,(0.9901007740147998-0.1373701261982721j),0.001
0.0207,(0.9900066201742634-0.1380324307675262j),0.001
0.020800000000000003,(0.9899120232713017-0.13869467082606718j),0.001
0.020900000000000002,(0.9898169833500887-0.13935684607750373j),0.001
0.021,(0.9897215004549966-0.14001895622547114j),0.001
0.0211,(0.989625574630609-0.1406810009736391j),0.001
0.0212,(0.9895292059216814-0.14134298002570508j),0.001
0.0213,(0.9894323943731967-0.1420048930853986j),0.001
