t,signal,gamma
0.0,(1.0000000000000018+1.212138028838794e-16j),0.1
0.0001,(0.999861285440288-0.0004683965005697879j),0.1
0.0002,(0.9997223735084795-0.0009366633523842857j),0.1
0.00030000000000000003,(0.9995832642914589-0.0014048004831354035j),0.1
0.0004,(0.9994439578761238-0.0018728078205685551j),0.1
0.0005,(0.9993044543494137-0.002340685292478284j),0.1
0.0006000000000000001,(0.9991647537982661-0.0028084328267083793j),0.1
0.0007,(0.9990248563096584-0.0032760503511522375j),0.1
0.0008,(0.9988847619705671-0.003743537793752626j),0.1
0.0009000000000000001,(0.9987444708680138-0.004210895082502041j),0.1
0.001,(0.9986039830890187-0.004678122145442245j),0.1
0.0011,(0.9984632987206324-0.005145218910664702j),0.1
0.0012000000000000001,(0.9983224178499308-0.005612185306310411j),0.1
0.0013000000000000002,(0.9981813405639919-0.006079021260569597j),0.1
0.0014,(0.9980400669499319-0.006545726701682245j),0.1
0.0015,(0.9978985970948829-0.007012301557937984j),0.1
0.0016,(0.9977569310859852-0.007478745757675742j),0.1
0.0017000000000000001,(0.9976150690104174-0.007945059229283792j),0.1
0.0018000000000000002,(0.9974730109553691-0.008411241901200643j),0.1
0.0019,(0.9973307570080513-0.008877293701913504j),0.1
0.002,(0.9971883072556863-0.00934321455995959j),0.1
0.0021000000000000003,(0.9970456617855268-0.009809004403925526j),0.1
0.0022,(0.9969028206848491-0.010274663162447415j),0.1
0.0023,(0.9967597840409372-0.01074019076421101j),0.1
0.0024000000000000002,(0.9966165519410985-0.0112055871379516j),0.1
0.0025,(0.996473124472668-0.01167085221245388j),0.1
0.0026000000000000003,(0.9963295017229914-0.012135985916552273j),0.1
0.0027,(0.9961856837794401-0.012600988179130242j),0.1
0.0028,(0.9960416707294077-0.013065858929121842j),0.1
0.0029000000000000002,(0.9958974626602903-0.01353059809550942j),0.1
0.003,(0.9957530596595249-0.013995205607325827j),0.1
0.0031000000000000003,(0.9956084618145599-0.014459681393652791j),0.1
0.0032,(0.9954636692128638-0.01492402538362217j),0.1
0.0033,(0.9953186819419219-0.01538823750641481j),0.1
0.0034000000000000002,(0.9951735000892395-0.015852317691261726j),0.1
0.0035,(0.9950281237423482-0.016316265867443003j),0.1
0.0036000000000000003,(0.9948825529887924-0.016780081964288422j),0.1
0.0037,(0.9947367879161337-0.017243765911177253j),0.1
0.0038,(0.9945908286119671-0.017707317637538557j),0.1
0.0039000000000000003,(0.994444675163888-0.018170737072850773j),0.1
0.004,(0.9942983276595289-0.01863402414664183j),0.1
0.0041,(0.9941517861865328-0.019097178788489447j),0.1
0.004200000000000001,(0.9940050508325583-0.019560200928020775j),0.1
