t,signal,gamma
0.0,(1.000000000000001+1.9027748127120603e-17j),0.05
0.0001,(0.9999889678649502+8.041724192442792e-05j),0.05
0.0002,(0.9999779294295363+0.00016083263584619863j),0.05
0.00030000000000000003,(0.9999668846939822+0.00024124618128240865j),0.05
0.0004,(0.9999558336584982+0.00032165787775075764j),0.05
0.0005,(0.999944776323304+0.0004020677247699848j),0.05
0.0006000000000000001,(0.9999337126886224+0.00048247572185799184j),0.05
0.0007,(0.999922642754666+0.0005628818685330297j),0.05
0.0008,(0.9999115665216556+0.0006432861643130203j),0.05
0.0009000000000000001,(0.9999004839898072+0.0007236886087165007j),0.05
0.001,(0.9998893951593476+0.0008040892012618438j),0.05
0.0011,(0.9998783000304854+0.0008844879414672211j),0.05
0.0012000000000000001,(0.999867198603447+0.000964884828851108j),0.05
0.0013000000000000002,(0.9998560908784396+0.001045279862931455j),0.05
0.0014,(0.9998449768556924+0.0011256730432270827j),0.05
0.0015,(0.9998338565354233+0.0012060643692558758j),0.05
0.0016,(0.9998227299178433+0.0012864538405368308j),0.05
0.0017000000000000001,(0.9998115970031769+0.0013668414565878534j),0.05
0.0018000000000000002,(0.9998004577916406+0.0014472272169277676j),0.05
0.0019,(0.9997893122834588+0.0015276111210749982j),0.05
0.002,(0.9997781604788402+0.0016079931685476863j),0.05
0.0021000000000000003,(0.999767002378016+0.0016883733588648206j),0.05
0.0022,(0.9997558379811946+0.0017687516915449977j),0.05
0.0023,(0.999744667288599+0.001849128166106312j),0.05
0.0024000000000000002,(0.9997334903004452+0.001929502782067703j),0.05
0.0025,(0.9997223070169616+0.0020098755389477492j),0.05
0.0026000000000000003,(0.999711117438353+0.002090246436265028j),0.05
0.0027,(0.9996999215648483+0.0021706154735380533j),0.05
0.0028,(0.9996887193966627+0.002250982650285862j),0.05
0.0029000000000000002,(0.9996775109340171+0.002331347966027021j),0.05
0.003,(0.9996662961771293+0.0024117114202801913j),0.05
0.0031000000000000003,(0.9996550751262196+0.002492073012564262j),0.05
0.0032,(0.9996438477815077+0.0025724327423977695j),0.05
0.0033,(0.9996326141432066+0.002652790609299779j),0.05
0.0034000000000000002,(0.9996213742115436+0.0027331466127889295j),0.05
0.0035,(0.9996101279867349+0.002813500752384194j),0.05
0.0036000000000000003,(0.9995988754690031+0.002893853027604344j),0.05
0.0037,(0.9995876166585596+0.0029742034379683278j),0.05
0.0038,(0.9995763515556292+0.0030545519829950595j),0.05
0.0039000000000000003,(0.9995650801604321+0.0031348986622033786j),0.05
0.004,(0.9995538024731875+0.003215243475112321j),0.05
0.0041,(0.9995425184941075+0.0032955864212408544j),0.05
0.004200000000000001,(0.9995312282234208+0.0033759275001083644j),0.05
0.0043,(0.9995199316613458+0.0034562667112333903j),0.05
0.0044,(0.9995086288080982+0.0035366040541351023j),0.05
0.0045000000000000005,(0.9994973196638992+0.003616939528332619j),0.05
0.0046,(0.9994860042289696+0.0036972731333449684j),0.05
0.0047,(0.9994746825035264+0.003777604868691558j),0.05
0.0048000000000000004,(0.9994633544877924+0.003857934733890949j),0.05
0.0049,(0.9994520201819851+0.003938262728463097j),0.05
0.005,(0.999440679586319+0.004018588851926591j),0.05
0.0051,(0.9994293327010308+0.004098913103800634j),0.05
