t,signal,gamma
0.0,(0.999999999999999+4.161167937999366e-16j),0.1
0.0001,(0.9997295620135955+0.0008505224998585068j),0.1
0.0002,(0.9994584793849758+0.0017005853854653056j),0.1
0.00030000000000000003,(0.9991867526753329+0.0025501882418435995j),0.1
0.0004,(0.9989143824460623+0.0033993306545983698j),0.1
0.0005,(0.998641369258745+0.004248012209914842j),0.1
0.0006000000000000001,(0.9983677136751542+0.00509623249455942j),0.1
0.0007,(0.9980934162572612+0.005943991095879777j),0.1
0.0008,(0.9978184775672109+0.00679128760180326j),0.1
0.0009000000000000001,(0.9975428981673465+0.007638121600839376j),0.1
0.001,(0.9972666786201976+0.008484492682077835j),0.1
0.0011,(0.9969898194884863+0.009330400435188754j),0.1
0.0012000000000000001,(0.9967123213351189+0.01017584445042399j),0.1
0.0013000000000000002,(0.9964341847231809+0.011020824318616017j),0.1
0.0014,(0.9961554102159577+0.011865339631177415j),0.1
0.0015,(0.995875998376905+0.012709389980102414j),0.1
0.0016,(0.9955959497696814+0.013552974957965615j),0.1
0.0017000000000000001,(0.9953152649581082+0.014396094157922376j),0.1
0.0018000000000000002,(0.9950339445062206+0.015238747173709231j),0.1
0.0019,(0.9947519889782045+0.016080933599643143j),0.1
0.002,(0.9944693989384504+0.016922653030621862j),0.1
0.0021000000000000003,(0.994186174951522+0.017763905062124066j),0.1
0.0022,(0.9939023175821678+0.018604689290209035j),0.1
0.0023,(0.9936178273953232+0.019445005311516907j),0.1
0.0024000000000000002,(0.9933327049560918+0.020284852723268694j),0.1
0.0025,(0.9930469508297726+0.02112423112326557j),0.1
0.0026000000000000003,(0.9927605655818359+0.021963140109889888j),0.1
0.0027,(0.9924735497779222+0.022801579282104637j),0.1
0.0028,(0.9921859039838729+0.023639548239453266j),0.1
0.0029000000000000002,(0.9918976287656845+0.02447704658206019j),0.1
0.003,(0.9916087246895534+0.025314073910630425j),0.1
0.0031000000000000003,(0.9913191923218314+0.02615062982644949j),0.1
0.0032,(0.9910290322290667+0.02698671393138343j),0.1
0.0033,(0.9907382449779664+0.027822325827879073j),0.1
0.0034000000000000002,(0.9904468311354288+0.02865746511896386j),0.1
0.0035,(0.9901547912685124+0.029492131408245623j),0.1
0.0036000000000000003,(0.9898621259444621+0.030326324299913117j),0.1
0.0037,(0.9895688357306889+0.031160043398735127j),0.1
0.0038,(0.9892749211947846+0.031993288310061804j),0.1
0.0039000000000000003,(0.9889803829045085+0.03282605863982298j),0.1
0.004,(0.9886852214277908+0.03365835399452897j),0.1
0.0041,(0.9883894373327394+0.03449017398127129j),0.1
0.004200000000000001,(0.9880930311876347+0.03532151820772091j),0.1
0.0043,(0.9877960035609146+0.036152386282130425j),0.1
0.0044,(0.987498355021208+0.03698277781333195j),0.1
0.0045000000000000005,(0.9872000861372908+0.03781269241073838j),0.1
0.0046,(0.9869011974781281+0.03864212968434293j),0.1
0.0047,(0.9866016896128446+0.039471089244719045j),0.1
0.0048000000000000004,(0.9863015631107332+0.04029957070302076j),0.1
0.0049,(0.986000818541251+0.041127573670982j),0.1
0.005,(0.9856994564740332+0.04195509776091727j),0.1
0.0051,(0.9853974774788684+0.04278214258572132j),0.1
0.005200000000000001,(0.9850948821257305+0.04360870775886925j),0.1
0.0053,(0.9847916709847292+0.04443479289441617j),0.1
0.0054,(0.984487844626169+0.04526039760699728j),0.1
0.0055000000000000005,(0.9841834036205053+0.046085521511828605j),0.1
0.0056,(0.9838783485383562+0.04691016422470557j),0.1
0.0057,(0.9835726799505017+0.047734325362004185j),0.1
0.0058000000000000005,(0.9832663984278992+0.0485580045406803j),0.1
0.0059,(0.9829595045416519+0.049381201378269984j),0.1
0.006,(0.9826519988630316+0.05020391549288886j),0.1
0.0061,(0.9823438819634719+0.051026146503234095j),0.1
0.006200000000000001,(0.9820351544145668+0.051847894028580935j),0.1
0.0063,(0.9817258167880718+0.05266915768878574j),0.1
0.0064,(0.9814158696559016+0.05348993710428411j),0.1
0.006500000000000001,(0.9811053135901256+0.05431023189609259j),0.1
0.0066,(0.9807941491629781+0.05513004168580625j),0.1
0.0067,(0.9804823769468537+0.05594936609560147j),0.1
0.0068000000000000005,(0.980169997514298+0.05676820474823313j),0.1
0.006900000000000001,(0.9798570114380151+0.0575865572670366j),0.1
0.007,(0.9795434192908642+0.058404423275927306j),0.1
0.0071,(0.9792292216458706+0.059221802399399254j),0.1
0.007200000000000001,(0.9789144190762038+0.06003869426252779j),0.1
0.0073,(0.9785990121552+0.06085509849096585j),0.1
0.0074,(0.9782830014563292+0.06167101471094834j),0.1
0.007500000000000001,(0.9779663875532429+0.06248644254928805j),0.1
0.0076,(0.9776491710197291+0.0633013816333775j),0.1
0.0077,(0.9773313524297303+0.06411583159119j),0.1
0.0078000000000000005,(0.9770129323573442+0.06492979205127708j),0.1
0.0079,(0.9766939113768192+0.06574326264277015j),0.1
0.008,(0.9763742900625545+0.06655624299537956j),0.1
0.0081,(0.9760540689891091+0.06736873273939685j),0.1
0.0082,(0.9757332487311815+0.06818073150569019j),0.1
0.0083,(0.9754118298636184+0.0689922389257097j),0.1
0.008400000000000001,(0.9750898129614299+0.06980325463148271j),0.1
0.0085,(0.9747671985997581+0.07061377825561727j),0.1
0.0086,(0.9744439873539111+0.07142380943129996j),0.1
0.008700000000000001,(0.9741201797993295+0.07223334779229668j),0.1
0.0088,(0.9737957765116037+0.07304239297295208j),0.1
0.0089,(0.9734707780664849+0.07385094460819076j),0.1
0.009000000000000001,(0.973145185039855+0.07465900233351574j),0.1
0.0091,(0.972818998007744+0.0754665657850089j),0.1
0.0092,(0.9724922175463354+0.07627363459933229j),0.1
0.009300000000000001,(0.9721648442319467+0.07708020841372511j),0.1
0.0094,(0.9718368786410515+0.07788628686600693j),0.1
0.0095,(0.971508321350258+0.0786918695945755j),0.1
0.009600000000000001,(0.9711791729363146+0.07949695623840734j),0.1
0.0097,(0.9708494339761343+0.08030154643705867j),0.1
0.0098,(0.9705191050467351+0.08110563983066305j),0.1
0.0099,(0.9701881867253143+0.08190923605993401j),0.1
0.01,(0.9698566795891886+0.08271233476616231j),0.1
0.010100000000000001,(0.9695245842158177+0.0835149355912188j),0.1
0.0102,(0.9691919011828019+0.08431703817755243j),0.1
0.0103,(0.968858631067896+0.08511864216819008j),0.1
0.010400000000000001,(0.9685247744489677+0.0859197472067376j),0.1
0.0105,(0.9681903319040455+0.0867203529373791j),0.1
0.0106,(0.9678553040112821+0.08752045900487734j),0.1
0.010700000000000001,(0.9675196913489764+0.08832006505457338j),0.1
0.0108,(0.967183494495556+0.08911917073238661j),0.1
0.0109,(0.9668467140295932+0.08991777568481385j),0.1
0.011000000000000001,(0.9665093505297983+0.09071587955893125j),0.1
0.0111,(0.9661714045749995+0.09151348200239316j),0.1
0.0112,(0.9658328767441867+0.09231058266343009j),0.1
0.011300000000000001,(0.9654937676164556+0.09310718119085358j),0.1
0.0114,(0.9651540777710632+0.09390327723405067j),0.1
0.0115,(0.9648138077873687+0.09469887044298785j),0.1
0.011600000000000001,(0.9644729582449014+0.09549396046820845j),0.1
0.0117,(0.9641315297232931+0.09628854696083493j),0.1
0.0118,(0.9637895228023227+0.09708262957256668j),0.1
0.0119,(0.963446938061894+0.0978762079556809j),0.1
0.012,(0.9631037760820416+0.09866928176303201j),0.1
0.012100000000000001,(0.9627600374429351+0.09946185064805363j),0.1
0.0122,(0.9624157227248716+0.10025391426475574j),0.1
0.0123,(0.9620708325082735+0.10104547226772659j),0.1
0.012400000000000001,(0.9617253673736987+0.10183652431213053j),0.1
0.0125,(0.9613793279018298+0.10262707005371144j),0.1
0.0126,(0.9610327146734752+0.10341710914878878j),0.1
0.012700000000000001,(0.9606855282695775+0.10420664125426046j),0.1
0.0128,(0.9603377692711983+0.10499566602760116j),0.1
0.0129,(0.9599894382595298+0.10578418312686315j),0.1
0.013000000000000001,(0.9596405358158908+0.1065721922106755j),0.1
0.0131,(0.9592910625217181+0.10735969293824482j),0.1
0.0132,(0.9589410189585822+0.10814668496935408j),0.1
0.013300000000000001,(0.9585904057081741+0.10893316796436388j),0.1
0.0134,(0.958239223352308+0.10971914158421187j),0.1
