t,signal,gamma
0.0,(0.9999999999999885+1.3575363164326781e-15j),0.0005
0.0001,(0.9999996765419581+0.0002049346440202541j),0.0005
0.0002,(0.9999993110862079+0.00040986915530685195j),0.0005
0.00030000000000000003,(0.9999989036327727+0.0006148035252547337j),0.0005
0.0004,(0.9999984541816934+0.000819737745256833j),0.0005
0.0005,(0.9999979627330159+0.0010246718067063627j),0.0005
0.0006000000000000001,(0.9999974292867851+0.0012296057009969492j),0.0005
0.0007,(0.9999968538430498+0.0014345394195215894j),0.0005
0.0008,(0.9999962364018564+0.0016394729536735712j),0.0005
0.0009000000000000001,(0.9999955769632617+0.0018444062948465242j),0.0005
0.001,(0.9999948755273175+0.00204933943443369j),0.0005
0.0011,(0.9999941320940815+0.002254272363828149j),0.0005
0.0012000000000000001,(0.9999933466635984+0.0024592050744236048j),0.0005
0.0013000000000000002,(0.9999925192359408+0.002664137557613399j),0.0005
0.0014,(0.9999916498111586+0.0028690698047906882j),0.0005
0.0015,(0.9999907383893211+0.003074001807349072j),0.0005
0.0016,(0.9999897849704863+0.0032789335566819904j),0.0005
0.0017000000000000001,(0.9999887895547259+0.003483865044182836j),0.0005
0.0018000000000000002,(0.9999877521421016+0.0036887962612452154j),0.0005
0.0019,(0.9999866727326845+0.0038937271992623267j),0.0005
0.002,(0.9999855513265412+0.004098657849627923j),0.0005
0.0021000000000000003,(0.9999843879237528+0.004303588203735213j),0.0005
0.0022,(0.9999831825243888+0.004508518252977897j),0.0005
0.0023,(0.9999819351285221+0.004713447988749826j),0.0005
0.0024000000000000002,(0.9999806457362406+0.004918377402444102j),0.0005
0.0025,(0.9999793143476104+0.005123306485454483j),0.0005
0.0026000000000000003,(0.9999779409627259+0.005328235229174559j),0.0005
0.0027,(0.9999765255816602+0.005533163624998128j),0.0005
0.0028,(0.9999750682045033+0.0057380916643185445j),0.0005
0.0029000000000000002,(0.9999735688313385+0.005943019338529774j),0.0005
0.003,(0.9999720274622573+0.006147946639025021j),0.0005
0.0031000000000000003,(0.999970444097347+0.006352873557198329j),0.0005
0.0032,(0.9999688187367025+0.0065578000844434565j),0.0005
0.0033,(0.9999671513804176+0.006762726212154109j),0.0005
0.0034000000000000002,(0.9999654420285843+0.006967651931723912j),0.0005
0.0035,(0.9999636906813023+0.007172577234546883j),0.0005
