t,signal,gamma
0.0,(1.0000000000000007+3.607606495980263e-16j),0.0002
0.0001,(0.9999993212971614-0.0007119231460919398j),0.0002
0.0002,(0.9999981357616028-0.0014238453271636711j),0.0002
0.00030000000000000003,(0.9999964433943452-0.00213576618238931j),0.0002
0.0004,(0.9999942441966765-0.0028476853509448977j),0.0002
0.0005,(0.9999915381701494-0.00355960247200719j),0.0002
0.0006000000000000001,(0.9999883253165601-0.004271517184754113j),0.0002
0.0007,(0.9999846056379678-0.004983429128365823j),0.0002
0.0008,(0.999980379136682-0.0056953379420236275j),0.0002
0.0009000000000000001,(0.9999756458152862-0.006407243264910712j),0.0002
0.001,(0.9999704056765977-0.00711914473621247j),0.0002
0.0011,(0.9999646587237147-0.00783104199511695j),0.0002
0.0012000000000000001,(0.9999584049599726-0.00854293468081367j),0.0002
0.0013000000000000002,(0.9999516443889742-0.009254822432495051j),0.0002
0.0014,(0.999944377014571-0.009966704889357315j),0.0002
0.0015,(0.999936602840886-0.010678581690598815j),0.0002
0.0016,(0.9999283218722803-0.011390452475421252j),0.0002
0.0017000000000000001,(0.9999195341133819-0.012102316883029542j),0.0002
0.0018000000000000002,(0.9999102395690806-0.012814174552632554j),0.0002
0.0019,(0.9999004382445111-0.013526025123442467j),0.0002
0.002,(0.9998901301450757-0.014237868234675401j),0.0002
0.0021000000000000003,(0.9998793152764262-0.014949703525551855j),0.0002
0.0022,(0.9998679936444781-0.015661530635296367j),0.0002
0.0023,(0.9998561652553906-0.016373349203137728j),0.0002
0.0024000000000000002,(0.9998438301156009-0.017085158868310014j),0.0002
0.0025,(0.9998309882317797-0.017796959270051316j),0.0002
0.0026000000000000003,(0.9998176396108773-0.01850875004760517j),0.0002
0.0027,(0.9998037842600791-0.01922053084022047j),0.0002
0.0028,(0.9997894221868396-0.019932301287151035j),0.0002
0.0029000000000000002,(0.9997745533988723-0.020644061027656715j),0.0002
0.003,(0.9997591779041397-0.02135580970100236j),0.0002
0.0031000000000000003,(0.9997432957108666-0.02206754694645956j),0.0002
0.0032,(0.9997269068275327-0.02277927240330542j),0.0002
0.0033,(0.9997100112628711-0.02349098571082396j),0.0002
0.0034000000000000002,(0.9996926090258795-0.024202686508304826j),0.0002
0.0035,(0.999674700125803-0.02491437443504496j),0.0002
0.0036000000000000003,(0.9996562845721553-0.025626049130347633j),0.0002
0.0037,(0.999637362374692-0.026337710233523815j),0.0002
0.0038,(0.9996179335434375-0.027049357383890946j),0.0002
0.0039000000000000003,(0.9995979980886742-0.02776099022077425j),0.0002
0.004,(0.9995775560209245-0.028472608383506477j),0.0002
0.0041,(0.9995566073509898-0.02918421151142793j),0.0002
0.004200000000000001,(0.9995351520899111-0.02989579924388709j),0.0002
0.0043,(0.999513190248994-0.030607371220240407j),0.0002
0.0044,(0.999490721839801-0.03131892707985263j),0.0002
0.0045000000000000005,(0.999467746874148-0.032030466462097035j),0.0002
0.0046,(0.9994442653641115-0.03274198900635557j),0.0002
0.0047,(0.999420277322017-0.03345349435201887j),0.0002
0.0048000000000000004,(0.9993957827604604-0.03416498213848663j),0.0002
0.0049,(0.9993707816922801-0.03487645200516782j),0.0002
0.005,(0.9993452741305843-0.03558790359148089j),0.0002
0.0051,(0.9993192600887211-0.03629933653685394j),0.0002
0.005200000000000001,(0.9992927395803114-0.03701075048072438j),0.0002
0.0053,(0.9992657126192284-0.037722145062539875j),0.0002
0.0054,(0.9992381792195919-0.038433519921758245j),0.0002
0.0055000000000000005,(0.9992101393957954-0.039144874697847235j),0.0002
0.0056,(0.9991815931624737-0.03985620903028571j),0.0002
0.0057,(0.9991525405345277-0.04056752255856288j),0.0002
0.0058000000000000005,(0.9991229815271171-0.0412788149221786j),0.0002
0.0059,(0.9990929161556424-0.04199008576064377j),0.0002
0.006,(0.9990623444357802-0.04270133471348126j),0.0002
0.0061,(0.9990312663834524-0.04341256142022414j),0.0002
0.006200000000000001,(0.9989996820148398-0.044123765520418044j),0.0002
0.0063,(0.9989675913463765-0.0448349466536198j),0.0002
0.0064,(0.9989349943947673-0.04554610445939855j),0.0002
0.006500000000000001,(0.9989018911769467-0.04625723857733504j),0.0002
0.0066,(0.9988682817101339-0.046968348647023296j),0.0002
0.0067,(0.9988341660117941-0.047679434308068855j),0.0002
0.0068000000000000005,(0.998799544099645-0.048390495200090325j),0.0002
0.006900000000000001,(0.9987644159916585-0.049101530962719055j),0.0002
0.007,(0.998728781706076-0.04981254123559986j),0.0002
0.0071,(0.998692641261385-0.05052352565839033j),0.0002
0.007200000000000001,(0.9986559946763314-0.051234483870761155j),0.0002
0.0073,(0.9986188419699186-0.051945415512397376j),0.0002
0.0074,(0.9985811831614094-0.05265632022299772j),0.0002
0.007500000000000001,(0.9985430182703158-0.05336719764227455j),0.0002
0.0076,(0.9985043473164084-0.05407804740995418j),0.0002
0.0077,(0.998465170319727-0.05478886916577761j),0.0002
0.0078000000000000005,(0.9984254873005439-0.055499662549500436j),0.0002
0.0079,(0.9983852982794084-0.05621042720089226j),0.0002
0.008,(0.9983446032771244-0.056921162759738665j),0.0002
0.0081,(0.9983034023147338-0.057631868865839084j),0.0002
0.0082,(0.9982616954135584-0.05834254515900935j),0.0002
0.0083,(0.9982194825951629-0.05905319127907955j),0.0002
0.008400000000000001,(0.9981767638813753-0.05976380686589617j),0.0002
0.0085,(0.9981335392942678-0.060474391559321335j),0.0002
0.0086,(0.9980898088561844-0.06118494499923295j),0.0002
0.008700000000000001,(0.9980455725897143-0.06189546682552549j),0.0002
0.0088,(0.9980008305177098-0.06260595667810855j),0.0002
0.0089,(0.9979555826632758-0.06331641419691007j),0.0002
0.009000000000000001,(0.9979098290497725-0.06402683902187327j),0.0002
0.0091,(0.9978635697008277-0.06473723079295848j),0.0002
0.0092,(0.9978168046403091-0.06544758915014404j),0.0002
0.009300000000000001,(0.9977695338923435-0.06615791373342389j),0.0002
0.0094,(0.9977217574813269-0.06686820418281117j),0.0002
0.0095,(0.9976734754318972-0.06757846013833535j),0.0002
0.009600000000000001,(0.9976246877689581-0.06828868124004413j),0.0002
0.0097,(0.9975753945176697-0.068998867128003j),0.0002
0.0098,(0.9975255957034321-0.06970901744229588j),0.0002
0.0099,(0.9974752913519307-0.07041913182302481j),0.0002
0.01,(0.9974244814890777-0.07112920991031094j),0.0002
0.010100000000000001,(0.997373166141055-0.07183925134429317j),0.0002
