gamma,noisy,first_order,second_order
0.0001,47.68372912840805,47.69017234298508,47.690172491784935
0.0002,47.677285913831305,47.690171896374885,47.69017249208818
0.0005,47.657957163492206,47.69016876439193,47.69017249688741
0.001,47.62574556259156,47.690157543019204,47.69017252960309
0.002,47.56133358216493,47.69011242221722,47.690172744367445
0.005,47.36818799314838,47.6897936249239,47.690174516330416
0.01,47.04658236137353,47.6886501311978,47.69017322118296
0.02,46.40451459154899,47.68410842699695,47.69014632529128
0.03,45.763962936539755,47.67647132250647,47.69038188698474
0.05,44.48740479541013,47.650943103858346,47.691538902256255
0.1,41.32386648696164,47.570038802858726,47.618219202811574
