gamma,noisy,first_order,second_order
0.0001,27.934961057105507,27.935743368995148,27.935743824301568
0.0002,27.934178745215867,27.935742003967547,27.93574382303231
0.0005,27.931834538862837,27.93573247391212,27.935743801309144
0.001,27.92793660381284,27.935698609429103,27.935743635822064
0.002,27.920174598196414,27.935564501446734,27.935742265156094
0.005,27.897156001237327,27.9346537685641,27.935717213975636
0.01,27.85965823391058,27.93161188353769,27.93550358256833
0.02,27.787704584282643,27.92134230513432,27.9334663959186
0.03,27.719370212508938,27.908792208979808,27.927246224177807
0.05,27.591151619443096,27.89360969305976,27.894207855823566
0.1,27.28869354582781,27.523623796790012,29.278156746065335
