gamma,noisy,first_order,second_order
0.0001,77.47161744615319,77.49670314181154,77.4967098417959
0.0002,77.44653175049436,77.49668306299299,77.4967098121725
0.0005,77.3713148041684,77.49654309297135,77.49670930757901
0.001,77.24608651536465,77.4960472134449,77.49670540900334
0.002,76.99612581728402,77.49409593518321,77.4966723371233
0.005,76.25012687451014,77.48113287155053,77.49603873556833
0.01,75.01912087746958,77.4402498592424,77.49052651940787
0.02,72.5979918956963,77.3224404355887,77.44496229021539
0.03,70.22045239392284,77.21074200746796,77.34909785136895
0.05,65.54620510873805,80.05641684576571,68.25946266778232
0.1,51.035993371720416,77.04484973304541,79.68523024747088
