gamma,noisy,first_order,second_order
0.0001,89.70548597678712,89.71798332282596,89.71798334257778
0.0002,89.69298863074827,89.71798327270086,89.71798332974709
0.0005,89.65549668555143,89.71798317081017,89.71798311582234
0.001,89.59301020029224,89.71798447432056,89.71798152388078
0.002,89.46803592626411,89.71800233516555,89.71796895349888
0.005,89.09307025623008,89.71836423418632,89.71777094093974
0.01,88.46777627827383,89.72107414412343,89.71652987175628
0.02,87.21447841242423,89.73939876430443,89.7109973004602
0.03,85.9555684194655,89.7764128359636,89.7081178029544
0.05,83.41588373062464,89.87569131012354,89.75764118553764
0.1,76.95607615112574,89.84496113678524,90.19070102547596
