gamma,noisy,first_order,second_order
0.0001,-8.138672315314547,-8.14014446367934,-8.140144480834032
0.0002,-8.137200166948919,-8.140144412191987,-8.14014448084001
0.0005,-8.13278382482879,-8.140144051754232,-8.140144480879584
0.001,-8.125423597903348,-8.140142764230864,-8.140144481091287
0.002,-8.110704431575831,-8.140137612379943,-8.14014448287043
0.005,-8.066557237329707,-8.140101513430295,-8.14014451468627
0.01,-7.993012961228837,-8.139972327006566,-8.140144775486164
0.02,-7.846053595451658,-8.13945333084836,-8.140147146625587
0.03,-7.69926700078143,-8.13858310812744,-8.140154190218794
0.05,-7.406214903890928,-8.135770118922252,-8.140191720135387
0.1,-6.676659688860158,-8.122324014390514,-8.140400489416349
