gamma,noisy,first_order,second_order
0.0001,28.27177517332381,28.278549934759063,28.278550735219184
0.0002,28.265000411890778,28.27854753491673,28.278550733065387
0.0005,28.244680926034796,28.278530778099373,28.27855069685755
0.001,28.210831073969395,28.27847121530512,28.27855042595877
0.002,28.143190932632546,28.278235132358034,28.278548256837993
0.005,27.94074143452664,28.276624740522486,28.27851193649026
0.01,27.60485812853025,28.271157223684273,28.27824033362279
0.02,26.938559033376812,28.251446543615405,28.276095717623633
0.03,26.27903413150719,28.22300485698951,28.270486375341278
0.05,24.97787357218417,28.152559136567202,28.244765472002484
0.1,21.803188007802248,27.990357081615436,28.107307528702172
