gamma,noisy,first_order,second_order
0.0001,18.834242470204035,18.83331430781159,18.833314072883546
0.0002,18.835170632598988,18.833315012457923,18.83331407304052
0.0005,18.837953710549783,18.83331994293414,18.833314074743924
0.001,18.842587478165147,18.8333375383685,18.83331408755194
0.002,18.851837417962077,18.83340781799279,18.833314189278077
0.005,18.879446735988335,18.83389782460834,18.833315850587994
0.01,18.924995647368615,18.83563511753903,18.833327839504946
0.02,19.014356177199033,18.842490998636997,18.83341935758719
0.03,19.101422721611254,18.853728130405457,18.833662549183096
0.05,19.268777688943867,18.888715904142106,18.834965570767636
0.1,19.648839473744797,19.040079750128026,18.849660257068543
