gamma,noisy,first_order,second_order
0.0001,-48.464195245066094,-48.47146168441806,-48.47146255361494
0.0002,-48.45692880571349,-48.4714590831617,-48.47146254475828
0.0005,-48.4351346851178,-48.47144104559295,-48.471462397946226
0.001,-48.39882832464286,-48.47137776471525,-48.471461314668204
0.002,-48.3262788845696,-48.47113318176716,-48.471452874311524
0.005,-48.109114969569276,-48.469578288058486,-48.47132227142647
0.01,-47.74865165107999,-48.464970935847724,-48.47047724115424
0.02,-47.032332366313454,-48.452304651195114,-48.46546809410923
0.03,-46.320700793508365,-48.4398474561982,-48.45622620246728
0.05,-44.90624562863599,-48.425619027588134,-48.43086847150526
0.1,-41.386872229683824,-48.47273121395807,-48.36657925818808
