gamma,noisy,first_order,second_order
0.0001,71.89038693414356,71.90126868303066,71.90127204289692
0.0002,71.87950518525646,71.90125862132516,71.90127201784338
0.0005,71.84688004767526,71.90118867774687,71.90127159658991
0.001,71.79257141760377,71.90094218924811,71.90126841415264
0.002,71.68420064595973,71.89998194660942,71.90124250886154
0.005,71.36099390389998,71.89377391916594,71.90079460081753
0.01,70.82821388863317,71.87513892007205,71.89740162307731
0.02,69.78128885719357,71.82632684620545,71.87323501276339
0.03,68.75290634186888,71.78835168670783,71.82552169699105
0.05,66.72579691505472,71.78655995512632,71.72410874492658
0.1,61.66503387498466,74.37781381203297,85.32062882324396
