gamma,noisy,first_order,second_order
0.0001,6.126241880370376,6.125676419902638,6.1256764089023115
0.0002,6.126807340839222,6.125676452887179,6.12567640890958
0.0005,6.128503656275692,6.125676683739512,6.1256764089481095
0.001,6.131330628811872,6.125677507879342,6.1256764092556075
0.002,6.136983749744402,6.125680801896499,6.125676411837382
0.005,6.153936525984666,6.125703809069293,6.125676456381623
0.01,6.18216924290004,6.1257856173652785,6.125676810896493
0.02,6.238552868434801,6.126109840718655,6.125679956594052
0.03,6.294828117809144,6.126643242900391,6.125689403877274
0.05,6.407057176108352,6.12831011503153,6.125744743050838
0.1,6.685804237185176,6.135598886424715,6.126333621832565
