gamma,noisy,first_order,second_order
0.0001,45.42769192527625,45.42853123383444,45.42853180943149
0.0002,45.42685261671806,45.428529505576144,45.428531811472396
0.0005,45.42433814871508,45.42851736925156,45.428531843823606
0.001,45.42015892817793,45.4284737855762,45.42853206240724
0.002,45.41184407078024,45.428297902668454,45.42853345101922
0.005,45.387251958745665,45.427050518938124,45.42854008021207
0.01,45.34745339855231,45.42266027567759,45.42838509176683
0.02,45.2722465214267,45.40779531335388,45.424625795088545
0.03,45.2023683152452,45.39304513498617,45.40947326436476
0.05,45.07371676375092,45.40830788783819,45.32723500886769
0.1,44.73912563966423,45.90132818143673,45.113510313419724
