gamma,noisy,first_order,second_order
0.0001,95.67131166787723,95.67855740740467,95.67855733408234
0.0002,95.6640659283498,95.67855762990645,95.67855733056012
0.0005,95.64232826271578,95.67855925981061,95.67855726548996
0.001,95.60609726562096,95.67856563501199,95.67855669800193
0.002,95.53362889623011,95.67859633406692,95.6785509855961
0.005,95.31615882322657,95.67895280622604,95.67840997395035
0.01,94.95336484022617,95.68154805222332,95.6769980845086
0.02,94.22518162822793,95.70348728793151,95.66588268113642
0.03,93.49072937422534,95.75846011329627,95.64793934237281
0.05,91.99137104594844,95.9609681255617,95.64775959578284
0.1,88.02177396633404,96.62693806185337,96.0266983582425
