gamma,noisy,first_order,second_order
0.0001,107.83153655147169,107.85221233894138,107.85221078732354
0.0002,107.81086076400331,107.85221699618022,107.85221078395352
0.0005,107.74882408520246,107.85224966114022,107.85221072949656
0.001,107.6453985092651,107.85236673252258,107.85221034848968
0.002,107.4384302860064,107.85283783946595,107.8522077085604
0.005,106.8165820076684,107.85617442455965,107.85218278823032
0.01,105.7769895907724,107.86815154601537,107.8522304541014
0.02,103.68582763552809,107.9141591912297,107.85520010972135
0.03,101.5790317428676,107.98236075124592,107.8685592817506
0.05,97.32251519783607,108.13495613943326,107.96545601314293
0.1,86.51007425623888,108.1421019833402,108.52660044265886
