gamma,noisy,first_order,second_order
0.0001,12.324886970763075,12.32524945125893,12.325249681384093
0.0002,12.324524490268868,12.325248761134068,12.325249681005559
0.0005,12.32343842881651,12.325243937660758,12.325249674630733
0.001,12.321632919973377,12.325226760846187,12.325249626877422
0.002,12.318039079101958,12.32515843649908,12.325249243349056
0.005,12.307393985634281,12.324687658326903,12.325242770536711
0.01,12.290100312941659,12.323057304138155,12.325193639807594
0.02,12.257143321745163,12.316933595497567,12.324792669946206
0.03,12.226265800562333,12.307572868439836,12.32369245111505
0.05,12.170289351952045,12.28190264889325,12.318085511340755
0.1,12.058676055011684,12.20551293960204,12.275373570403854
