gamma,noisy,first_order,second_order
0.0001,81.73848863795473,81.73946578764168,81.73946558829459
0.0002,81.73751148826612,81.73946640096202,81.73946556688614
0.0005,81.7345788003252,81.73947111105744,81.73946520752432
0.001,81.72968648959302,81.73949075391621,81.73946249739004
0.002,81.71988222526888,81.73959117851972,81.73944051286648
0.005,81.69025594833579,81.74072790349766,81.73906367872056
0.01,81.63978399317459,81.74774880562602,81.73623027770304
0.02,81.53181918072274,81.79760991324703,81.71537510316247
0.03,81.40920316572067,81.87114703134523,81.81639995182937
0.05,81.12444156032251,82.21888162327912,81.70967596167264
0.1,80.03000149736589,83.55099931552677,81.86748095841281
