gamma,noisy,first_order,second_order
0.0001,33.13655879772003,33.137225998517366,33.137226696047094
0.0002,33.13589159692269,33.137223907785895,33.13722669344672
0.0005,33.13389417450394,33.137209323488776,33.13722664951902
0.001,33.13057902551911,33.13715758242113,33.1372263166504
0.002,33.12400046861709,33.13695331965066,33.1372235845632
0.005,33.104671743275894,33.135578622102734,33.13717474934957
0.01,33.07376486444794,33.13107271418918,33.13677078100859
0.02,33.01645701470672,33.11654657362009,33.13308377409088
0.03,32.9643450851904,33.1003832873195,33.12235694897082
0.05,32.871401247513035,33.08927310031445,33.0709436047939
0.1,32.65352939471162,33.318675465370504,32.903745136955635
