gamma,noisy,first_order,second_order
0.0001,30.589048159287355,30.593110091410274,30.593110439842178
0.0002,30.58498622716515,30.59310904683638,30.59311043879444
0.0005,30.57280251934067,30.593101755276557,30.59311042123055
0.001,30.552503283404782,30.593075851751962,30.59311028910588
0.002,30.511930715057602,30.59297329904324,30.5931092241197
0.005,30.390417504719522,30.592276345394886,30.593091085205074
0.01,30.18855866404416,30.589930903279118,30.59295217557124
0.02,29.7871864248092,30.58167062904027,30.591827710816673
0.03,29.388674687471074,30.570220913552955,30.588878955345706
0.05,28.598954001158567,30.54412643161665,30.575995095773578
0.1,26.653781570703,30.494512391249874,30.5273273568436
