gamma,noisy,first_order,second_order
0.0001,12.547206297506118,12.54784960265552,12.547849628281753
0.0002,12.546562992356998,12.547849525837549,12.54784962820137
0.0005,12.5446332304957,12.547848989829605,12.547849626706181
0.001,12.541417471161795,12.54784708714679,12.547849615597244
0.002,12.5349878551768,12.547839564993744,12.547849527247692
0.005,12.51571400117384,12.547788611751322,12.547848073411004
0.01,12.483639390597471,12.547617822051603,12.547837511586948
0.02,12.41966095914279,12.547016478245816,12.547757838031195
0.03,12.355890529617268,12.546174748686564,12.547557093615609
0.05,12.228884165488118,12.544208241312026,12.546652644233788
0.1,11.913560089663104,12.541205884042814,12.541210955978489
