gamma,noisy,first_order,second_order
0.0001,70.1540327226717,70.15483778392603,70.1548363987853
0.0002,70.15322766141738,70.15484193448914,70.15483640558503
0.0005,70.15080418042335,70.15487085586716,70.15483651977746
0.001,70.14673750497954,70.15497325240389,70.15483737693467
0.002,70.13850175755519,70.15537595640988,70.1548442777829
0.005,70.112993060615,70.15805991211226,70.15496088041769
0.01,70.06792620911773,70.1667320441915,70.15583524486081
0.02,69.96912037404395,70.19452273182348,70.16262692408912
0.03,69.86040617112049,70.22729575992271,70.17930778417417
0.05,69.62087892116868,70.2821935900561,70.22951808706952
0.1,68.95956425228319,71.25132295614546,70.69330750070114
