gamma,noisy,first_order,second_order
0.0001,74.7755916961324,74.78813206585984,74.78814263843316
0.0002,74.76305132640495,74.78810040836949,74.78814255411021
0.0005,74.72549348398972,74.78788044795859,74.78814113879034
0.001,74.66310652001911,74.78710597778985,74.78813047881098
0.002,74.5391070622466,74.784093938188,74.78804421564328
0.005,74.17308325431542,74.76470392917163,74.78657809296752
0.01,73.5814625794592,74.7068286301511,74.77583300995596
0.02,72.4560965287673,74.55375017319862,74.70463364158726
0.03,71.38840927300554,75.67205931652964,70.82327967323133
0.05,69.3510461463193,82.03699632356637,65.48988890753975
0.1,56.66509596906875,67.36721888838896,67.00783893625027
