gamma,noisy,first_order,second_order
0.0001,-32.993569487721665,-32.994185670007674,-32.99418545353052
0.0002,-32.99295330543624,-32.99418631788111,-32.99418545569574
0.0005,-32.99110346405807,-32.994190811460925,-32.9941854913714
0.001,-32.98801611665522,-32.99420658161774,-32.99418575730327
0.002,-32.981825651692695,-32.99426754344116,-32.994187868909776
0.005,-32.963133534900905,-32.99465383493745,-32.99422222768246
0.01,-32.93161323486436,-32.99577404070163,-32.9944624315286
0.02,-32.86745242902708,-32.99852815294436,-32.99602027570832
0.03,-32.80222805172338,-33.000456582345095,-32.998777649107495
0.05,-32.670228872818385,-33.001825592735955,-32.99977822339336
0.1,-32.338632152901916,-33.27069183758505,-33.372659169458416
