gamma,noisy,first_order,second_order
0.0001,31.028025807674137,31.028784769196747,31.028783532903944
0.0002,31.02726684615262,31.028788477262385,31.02878353399133
0.0005,31.02498254606795,31.028814412815205,31.028783552016463
0.001,31.021150679320694,31.028906898429558,31.02878368776281
0.002,31.01339446021183,31.029275746500748,31.02878478886197
0.005,30.989388740144644,31.031835832053066,31.028803899121456
0.01,30.946941648236415,31.040824560839933,31.02895582788649
0.02,30.85305873563157,31.07549217644482,31.030298965138982
0.03,30.747491166638046,31.130304231019764,31.034311175161633
0.05,30.502874781984836,31.28882777037349,31.057534908751066
0.1,29.716921793594246,33.498934645063585,26.251167689669842
