gamma,noisy,first_order,second_order
0.0001,179.77746238837472,179.81443877192763,179.81445018134104
0.0002,179.7404860048218,179.81440481754296,179.81444979773067
0.0005,179.62962454337216,179.814174628989,179.81444332596965
0.001,179.4450744577553,179.81340349575348,179.8143942386351
0.002,179.07674541975715,179.81071586549498,179.81399450538362
0.005,177.9769042687435,179.7996426493606,179.8074357525224
0.01,176.1541658881264,179.80557965435466,179.76975655297724
0.02,172.50275212189817,179.9972533336183,179.70108392850477
0.03,168.79252269167858,180.305155014354,179.85721979479905
0.05,161.16367536835966,180.64561300724958,180.65150530171633
0.1,141.68173772946975,179.19001639320783,181.67933762778034
