gamma,noisy,first_order,second_order
0.0001,107.82971508602361,107.85045555034722,107.85046130875492
0.0002,107.80897462170047,107.85043836073719,107.85046118891631
0.0005,107.746787539505,107.85032035670807,107.85045919410607
0.001,107.64325472230192,107.84991443348754,107.85044439857205
0.002,107.4365950111163,107.84840794291713,107.85032815566632
0.005,106.81956308636681,107.84004251696375,107.84851102714515
0.01,105.79908365576988,107.82315893326401,107.83713212626543
0.02,103.77500837827574,107.82464107683643,107.78566449134803
0.03,101.75506410217935,107.89190932462695,107.74683567044912
0.05,97.67998188174366,108.09782392278956,107.86657151419041
0.1,87.26213984069915,108.1564591713549,108.5068398201212
