gamma,noisy,first_order,second_order
0.0001,30.61728378636943,30.62312596145282,30.623126134664446
0.0002,30.611441611287074,30.62312544176585,30.623126134680092
0.0005,30.593916125409653,30.623121803985747,30.623126134650292
0.001,30.56471044683439,30.6231088122319,30.623126134190585
0.002,30.50631208143808,30.623056852028174,30.623126124929726
0.005,30.331220898805388,30.622693481115324,30.623125706570534
0.01,30.039748316494965,30.621400945354857,30.62311912200707
0.02,29.458095687635073,30.616311963245675,30.62301562723276
0.03,28.878149591831097,30.60810947038478,30.6225854270306
0.05,27.72324341583166,30.584020935719874,30.61933549797743
0.1,24.862465895941526,30.504747482060722,30.58108516314431
