gamma,noisy,first_order,second_order
0.0001,113.61079605745248,113.66072703167593,113.66074327700079
0.0002,113.56086508322902,113.66067840346511,113.66074312570805
0.0005,113.41116933001645,113.66034099978312,113.66074051335863
0.001,113.16199766024981,113.6591570040811,113.66071990981203
0.002,112.66483831641838,113.65459427724919,113.66054015886851
0.005,111.1823793683706,113.62648871974139,113.65704950698535
0.01,108.73827001699925,113.55418912704421,113.63030943757406
0.02,103.92235090695306,113.4351290026405,113.50115699468006
0.03,99.15770836010402,117.22128071842003,101.9367804190573
0.05,89.66291577251093,119.20509693697156,132.283880006311
0.1,60.120734608038035,113.22470059875144,110.58857036111608
