gamma,noisy,first_order,second_order
0.0001,3.944558494633634,3.945024645618958,3.945024653346872
0.0002,3.9440923436483097,3.9450246224406817,3.945024653350213
0.0005,3.9426939370515264,3.9450244601823603,3.9450246533292965
0.001,3.9403634139206924,3.945023880826651,3.945024653205124
0.002,3.9357029470147338,3.9450215643879085,3.9450246522101757
0.005,3.9217261786041093,3.9450053689011355,3.9450246351756153
0.01,3.8984469883073647,3.944947664215971,3.9450245020546717
0.02,3.8519463123980637,3.9447179591908266,3.9450233495703504
0.03,3.8055223152047972,3.9443376467944145,3.9450199451344172
0.05,3.7129030121808615,3.9431350050229708,3.9450001126081933
0.1,3.482671019338475,3.9376903027819345,3.9447789691234743
