gamma,noisy,first_order,second_order
0.0001,-8.980459634596638,-8.980500709045137,-8.98050071563532
0.0002,-8.980418560147863,-8.980500689281532,-8.980500715617797
0.0005,-8.980295376326787,-8.980500551067562,-8.980500715527395
0.001,-8.98009020158518,-8.980500058242452,-8.98050071473217
0.002,-8.979680344926237,-8.980498093218852,-8.980500708423552
0.005,-8.978454701350493,-8.980484465072783,-8.980500596243175
0.01,-8.976424937627364,-8.980436718569432,-8.980499670593698
0.02,-8.972413156685846,-8.980253865907397,-8.980490961394853
0.03,-8.968463165139966,-8.97996902735374,-8.980463308376972
0.05,-8.960738191943703,-8.979180092642826,-8.980289258780573
0.1,-8.942296291244856,-8.977255910952392,-8.978213934083254
