gamma,noisy,first_order,second_order
0.0001,8.916978851338449,8.916574072296783,8.916574050894855
0.0002,8.917383630380115,8.916574136457351,8.916574050939449
0.0005,8.918597839203064,8.916574584858742,8.91657405156828
0.001,8.920621093547934,8.916576181320712,8.916574056322855
0.002,8.924666005774602,8.916582529389675,8.916574093929434
0.005,8.93678806771754,8.916626245628615,8.916574706279189
0.01,8.95694988980702,8.916777711748878,8.916579069495281
0.02,8.997122067866549,8.917350481347123,8.916610733575578
0.03,9.037100329599651,8.918242892124121,8.916686720759312
0.05,9.116510286888062,8.920836623930182,8.91700023929791
0.1,9.312183949845942,8.931114536956953,8.918415777102119
