gamma,noisy,first_order,second_order
0.0001,64.72645381483784,64.72352233816494,64.72352168293014
0.0002,64.72938529151115,64.72352431204679,64.72352167149813
0.0005,64.73817576723697,64.72353835047926,64.7235214819332
0.001,64.75281318399422,64.72358995544556,64.72352008843959
0.002,64.78203641254166,64.7238073165225,64.72350931211494
0.005,64.86926532090736,64.72552700062943,64.72334647648034
0.01,65.01300364118576,64.73281727116924,64.72234717370196
0.02,65.29319001120217,64.76831588891113,64.71726027334685
0.03,65.56200902429023,64.83514406261405,64.71051043712197
0.05,66.06050083101081,65.03911652229102,64.770421075124
0.1,67.0818851397306,65.93709798928823,64.83407606390185
