gamma,noisy,first_order,second_order
0.0001,103.897525082608,103.90543984605077,103.90543666380768
0.0002,103.88961031916574,103.90544943621047,103.9054366031001
0.0005,103.8658468139655,103.90551773145516,103.90543561222756
0.001,103.82617589647515,103.90576920638884,103.90542852167499
0.002,103.74658258656082,103.90682908998386,103.9053767219554
0.005,103.50565464731326,103.91510749597809,103.90473706375695
0.01,103.09620179864844,103.948128371118,103.90264288702502
0.02,102.24427522617887,104.08021491446998,103.91399457039842
0.03,101.34708292504335,104.26001518560696,103.9813314051853
0.05,99.43482948950111,104.58378729488591,104.28709968244226
0.1,94.28587168411632,107.70970861659364,115.12935624281667
