gamma,noisy,first_order,second_order
0.0001,13.619899043992238,13.619521112484987,13.619520696937158
0.0002,13.620276975498935,13.619522358917843,13.619520697190929
0.0005,13.621408277294611,13.619531079180693,13.619520701302605
0.001,13.62328547540853,13.619562190766473,13.619520732142682
0.002,13.627008760050586,13.619686389950514,13.619520979747563
0.005,13.637930357349392,13.620550944208775,13.619525164761008
0.01,13.655309770490291,13.623605534462925,13.619557188163114
0.02,13.687014006519039,13.635560281084926,13.619827054212728
0.03,13.714707522595672,13.65489807951075,13.620611595760892
0.05,13.75837580017413,13.713484524311902,13.625154132868339
0.1,13.80326707603636,13.944525356824915,13.674414116651391
