gamma,noisy,first_order,second_order
0.0001,22.325918597763064,22.332746056326982,22.332747718920537
0.0002,22.319091139199145,22.332741072308618,22.332747713599524
0.0005,22.298618728499655,22.332706287525316,22.332747624683343
0.001,22.26453116947343,22.332582752144543,22.33274695752688
0.002,22.196479586802578,22.332093967420857,22.33274158535699
0.005,21.993299329064527,22.328777838455828,22.332650287595555
0.01,21.657820819673226,22.317657314370937,22.331951455489367
0.02,20.997984324975516,22.278844713311,22.32623687637328
0.03,20.351630110424416,22.226088689340283,22.310866543208327
0.05,19.09283613554029,22.11409993870642,22.239612354567065
0.1,16.071572332374156,25.777582956051578,38.52339003214137
