gamma,noisy,first_order,second_order
0.0001,64.65289041198608,64.66522474762522,64.66522415271007
0.0002,64.64055607634694,64.6652265323023,64.66522415282279
0.0005,64.60354950014542,64.66523902236099,64.6652241554371
0.001,64.54185997792985,64.66528360432393,64.6652241838454
0.002,64.41843635153576,64.66546162867013,64.66522454785544
0.005,64.04780966902332,64.66669670617995,64.66523679143529
0.01,63.42892263186737,64.67097085862406,64.66539990783781
0.02,62.18687440511024,64.68632426410369,64.66743874950274
0.03,60.939510164937666,64.70724416055616,64.67383096423441
0.05,58.43128787972035,64.75089469399288,64.7023465430029
0.1,52.11168106544782,64.79353837290364,64.8193898425776
