gamma,noisy,first_order,second_order
0.0001,34.39905144514443,34.40422674152134,34.40422714403624
0.0002,34.393876148767355,34.40422553612636,34.40422714108692
0.0005,34.37835266875448,34.40421715510041,34.4042270923961
0.001,34.352488182407704,34.40418760141269,34.404226731657076
0.002,34.30078876340234,34.404072244181975,34.40422389686714
0.005,34.1459196152017,34.403318254906786,34.40417893488774
0.01,33.88852097549661,34.400958895686905,34.40387439905332
0.02,33.37608305530632,34.39369956664743,34.40189727749343
0.03,32.866250085779996,34.385201044313796,34.397825185618046
0.05,31.852274026165695,34.370165790077635,34.384968597889454
0.1,29.334382262257726,34.36133509205931,34.34678052380043
