gamma,noisy,first_order,second_order
0.0001,108.73032847802546,108.75530834235816,108.75531722945294
0.0002,108.70534861369258,108.75528166629515,108.75531724977844
0.0005,108.63046238399785,108.75509458745199,108.75531751445044
0.001,108.50583018054553,108.754424938647,108.7553185030527
0.002,108.25723542244181,108.75174669384417,108.75531164088653
0.005,107.51679979092587,108.73354005903593,108.7545828357915
0.01,106.3000595228182,108.67751690456008,108.74366473826655
0.02,103.92260214107674,108.5512771953856,108.64625339513225
0.03,101.59639258895238,108.46582379072004,108.5972584902193
0.05,96.99613627749278,117.71614341444987,84.47554373286886
0.1,76.27612914053569,98.5582565681095,98.05404878731767
