gamma,noisy,first_order,second_order
0.0001,102.94416180964622,102.95146713835953,102.95147557551337
0.0002,102.93685648093305,102.95144190869662,102.95147546094876
0.0005,102.91499088856322,102.95126753636107,102.95147353152748
0.001,102.87871424076427,102.9506599590865,102.95145891897533
0.002,102.80676852244322,102.9483479620308,102.95133952993012
0.005,102.5954865512605,102.93453576482837,102.94927174073837
0.01,102.25643733769081,102.90130866028873,102.93408367230779
0.02,101.61156601509153,102.87353161790239,102.84498251703849
0.03,100.98415185129406,102.14670817708753,105.17108015662063
0.05,99.69368764885287,102.23776952986498,98.01358040243849
0.1,97.14960576784077,106.39493633285268,110.31219828277202
