gamma,noisy,first_order,second_order
0.0001,-64.72645381483802,-64.723522338165,-64.7235216829333
0.0002,-64.72938529151101,-64.72352431204646,-64.72352167149506
0.0005,-64.73817576723683,-64.72353835047876,-64.72352148193568
0.001,-64.7528131839945,-64.723589955446,-64.72352008844291
0.002,-64.78203641254186,-64.7238073165227,-64.72350931211614
0.005,-64.869265320907,-64.7255270006285,-64.72334647647915
0.01,-65.013003641186,-64.73281727116964,-64.72234717370486
0.02,-65.29319001120189,-64.76831588891113,-64.71726027334566
0.03,-65.56200902429036,-64.83514406261467,-64.71051043712231
0.05,-66.06050083101115,-65.03911652229172,-64.77042107512256
0.1,-67.08188513973059,-65.93709798928936,-64.83407606389827
