gamma,noisy,first_order,second_order
0.0001,8.076342164420772,8.077349147671761,8.077349238842274
0.0002,8.075335181168953,8.077348874181613,8.077349238774893
0.0005,8.072314778352828,8.077346961206242,8.07734923755169
0.001,8.067282595499414,8.077340138864407,8.077349228217301
0.002,8.05722505213442,8.077312924171382,8.077349153449195
0.005,8.027106808646709,8.077123879958005,8.077347894435416
0.01,7.977089737335411,8.076458628773242,8.077338358255368
0.02,7.87772084589758,8.07387485584724,8.077260402172222
0.03,7.779220647631294,8.069733793322794,8.07704430982426
0.05,7.5847367653735605,8.057341009429111,8.075903138947734
0.1,7.112132521317733,8.008998463468522,8.065661901929168
