gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,28.271775173707777,28.278549934519784,28.278550735221444,28.278522776282774,28.278550703262805
0.0002,28.26500041289468,28.278547533964247,28.27855073305264,28.278439156027794,28.278550477803613
0.0005,28.244680930326847,28.278530772183718,28.27855069683683,28.277858164320648,28.278546728643892
0.001,28.210831088468595,28.278471191760424,28.278550425846518,28.27581209253038,28.278518947537563
0.002,28.14319098517439,28.27823503906936,28.278548255952472,28.267843888015367,28.278300692143016
0.005,27.940741740240025,28.276624174356176,28.278511922224894,28.21601274689611,28.27484166455001
0.01,27.604859306124027,28.27115507636392,28.27824021362359,28.054273219641576,28.251449256930638
0.02,26.93856353588539,28.251438968623166,28.276094660319885,27.546273289599295,28.0998522337337
0.03,26.27904385805593,28.2229903030958,28.27048253025289,26.90596515091048,27.786164140340453
0.05,24.977898346397694,28.15253342600834,28.244746853539063,25.346986542736477,28.427587063630906
0.1,21.80326326678568,27.99037323308309,28.1072211600122,22.65815989478128,26.46273901637721
