gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,103.75093440019523,103.77917112567407,103.77919049204621,103.77884222931121,103.77918952439931
0.0002,103.72269767471415,103.77911316298474,103.77919030104226,103.77780531441405,103.77918255850729
0.0005,103.63810331447718,103.77871113919169,103.77918710204148,103.77068191628422,103.77906613666698
0.001,103.49749548976267,103.77730038448435,103.77916309763026,103.7461424351241,103.77819748976282
0.002,103.21769059504099,103.77184989915797,103.7789702237273,103.65470810651934,103.77133337582428
0.005,102.38906655161782,103.73744317660812,103.77575642341066,103.13110762239792,103.66580468209459
0.01,101.04068992662751,103.63900488737875,103.75308024555301,101.34399413919631,103.06271212366273
0.02,98.44237496587627,103.40309047126019,103.6162469372006,99.10736913669537,102.21605113452841
0.03,95.93537265494017,103.69579417232974,102.00712433709296,96.92146125962405,100.12046693094752
0.05,91.22837242616845,96.54801874161278,139.94360237011458,92.68893185068353,95.83570412383934
0.1,85.90872611069047,133.15565638615456,187.79808018539194,82.25741441012065,85.87878491447225
