gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,-8.980459644580339,-8.98050070904854,-8.98050071563598,-8.980500660771467,-8.980500715611386
0.0002,-8.98041858011325,-8.980500689297523,-8.980500715640318,-8.980500496350988,-8.980500715470296
0.0005,-8.980295426211274,-8.980500551150023,-8.980500715530646,-8.980499348174074,-8.98050071309227
0.001,-8.98009030127279,-8.980500058574354,-8.980500714756012,-8.980495266011447,-8.980500695385901
0.002,-8.97968054397123,-8.98049809447297,-8.980500708477354,-8.980479077463507,-8.980500554819148
0.005,-8.978455196640994,-8.980484471976823,-8.980500597015219,-8.980368414715592,-8.980498255986824
0.01,-8.976425921304333,-8.980436740119721,-8.980499676547144,-8.97999022865492,-8.980481726410646
0.02,-8.972415102488942,-8.980253906461181,-8.980491005396797,-8.97859663016245,-8.980359222521454
0.03,-8.96846606313643,-8.979969024518798,-8.980463444409416,-8.976495271169519,-8.980055814982153
0.05,-8.96074300688946,-8.979179633830462,-8.9802897735224,-8.97070640363897,-8.978710655882393
0.1,-8.94230637994846,-8.97725117172245,-8.978215898354282,-8.951045840698328,-8.970304900865699
