gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,12.54720632468609,12.547849602645881,12.547849628285633,12.547848650115132,12.547849627795772
0.0002,12.54656304672686,12.547849525799807,12.547849628205803,12.54784571958168,12.547849624279573
0.0005,12.544633366490029,12.54784898960441,12.547849626699659,12.547825273849085,12.5478495657473
0.001,12.541417743375648,12.54784708625888,12.547849615583068,12.547752707209579,12.54784913046546
0.002,12.534988400492416,12.54783956154743,12.547849527117812,12.54746586817862,12.547845686473458
0.005,12.515715370841065,12.54778859248846,12.547848071545872,12.545522316561001,12.547789910398988
0.01,12.483642149194777,12.54761775955831,12.54783749727575,12.538985124850127,12.547395789292601
0.02,12.419666538829855,12.547016337883719,12.547757732275876,12.515555359002969,12.544570889706225
0.03,12.355898965004457,12.546174659442132,12.547556765476067,12.481309885526207,12.537844867644234
0.05,12.228898314166113,12.544209089433066,12.54665138391347,12.39062149792118,12.509817570546149
0.1,11.913587538899721,12.541216737830652,12.541205490344591,12.09969319322935,12.355870103007238
