gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,6.1262418892644845,6.1256764199055835,6.125676408907896,6.125676826894852,6.125676409013735
0.0002,6.126807358622417,6.125676452911505,6.1256764088976325,6.125678079994308,6.125676409774296
0.0005,6.128503700688858,6.125676683891603,6.125676408947246,6.125686836920621,6.1256764224880005
0.001,6.131330717486113,6.125677508492726,6.12567640926342,6.125718012711954,6.125676517276316
0.002,6.136983926479501,6.125680804337592,6.125676411842445,6.12584196358385,6.125677271231523
0.005,6.153936963250473,6.125703824181036,6.125676456508327,6.126695261991391,6.125689667373068
0.01,6.18217010231991,6.125785676853453,6.125676811864071,6.12964956501019,6.125779670500985
0.02,6.238554527786367,6.126110071021653,6.125679964232059,6.14080011855842,6.126459519344785
0.03,6.294830519518249,6.126643743953003,6.125689429493807,6.158109243806818,6.1281826225655225
0.05,6.4070608974343495,6.128311413021495,6.125744859263147,6.207876764842261,6.136120163296165
0.1,6.685810381846921,6.1356031898948045,6.126334473711783,6.393030182516217,6.190377143455316
