gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,-81.52647200601919,-81.51967921218618,-81.5196749137776,-81.51974684260581,-81.51967516221112
0.0002,-81.533264799853,-81.51969209793124,-81.51967492707684,-81.5199606515699,-81.51967690112188
0.0005,-81.55361741747626,-81.51978203807441,-81.5196751520146,-81.52142439826873,-81.51970537658588
0.001,-81.5874527968781,-81.52010147502295,-81.5196768698201,-81.52644048339052,-81.51991062116696
0.002,-81.65480411873376,-81.52136519049876,-81.51969112866385,-81.54501903562377,-81.5214388295608
0.005,-81.85433893481736,-81.52992060256643,-81.51994969211998,-81.65163757788557,-81.54226796630591
0.01,-82.17875726706741,-81.55835324951316,-81.52205068015479,-81.92464049473519,-81.65069416970462
0.02,-82.79916128462168,-81.65498076351919,-81.53911420884171,-82.51587318299573,-79.84429280782354
0.03,-83.38573486450825,-81.78221870402372,-81.580434385941,-83.03649288153677,-79.47168219520977
0.05,-84.47650800841329,-82.05520395757272,-81.73244357795798,-83.87781056005565,-79.54309611016856
0.1,-86.89781205925382,-85.31216966030993,-73.92275025747708,-85.08524314029722,-79.75094203594004
