gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,89.70548597678186,89.71798332304077,89.71798334258196,89.71784792194094,89.7179828940702
0.0002,89.69298863052295,89.7179832735421,89.71798332976712,89.71744522346336,89.7179797629596
0.0005,89.65549668342382,89.71798317571664,89.71798311610678,89.71468565850208,89.7179283710663
0.001,89.59301019113056,89.7179844917328,89.717981526031,89.70521239027998,89.71755643912122
0.002,89.46803589052953,89.71800238867225,89.71796896875699,89.67001568279309,89.71476600917019
0.005,89.09307007556858,89.71836433933811,89.71777109382327,89.46646816834377,89.67599944061313
0.01,88.46777581179904,89.72107384097937,89.71653023828259,88.93777182839828,89.46869892042649
0.02,87.21447778261872,89.73939809879535,89.71099504624445,87.44799986654102,90.78609747092325
0.03,85.9555680061008,89.77641540786263,89.70811311792082,86.18695258099306,90.52065760201064
0.05,83.41588210514803,89.87569775983049,89.75765429100272,83.74168246686304,89.16174823372633
0.1,76.95606645046557,89.8449438253139,90.19068843853293,78.16480429299284,85.95125975058976
