gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,77.47161744696714,77.4967031401564,77.49670984179369,77.49640498709208,77.49670890044534
0.0002,77.44653175377681,77.49668305636771,77.49670981217966,77.49549793966088,77.49670230320147
0.0005,77.37131482480281,77.49654305138502,77.49670930771433,77.48927512699767,77.4965930259918
0.001,77.24608659821985,77.49604704606524,77.49670540996982,77.4678813894289,77.49578970064243
0.002,76.99612615037374,77.49409525947529,77.49667234209537,77.3883416299216,77.4895954660777
0.005,76.25012897652543,77.48112863990028,77.49603868331053,76.93195369503835,77.39850714464623
0.01,75.0191293131497,77.44023425116072,77.4905245138994,75.18249091306728,76.88986975195809
0.02,72.59802437513898,77.32240277943332,77.44493254414712,72.89650862483046,76.5613248784088
0.03,70.22051895240195,77.2107210623094,77.34900741399284,70.70951058703218,74.69381422414429
0.05,65.54633842134628,80.05806950487197,68.25479195263745,66.55428503026428,70.55891802007065
0.1,51.03460733784295,77.0424133154612,79.68232747621782,56.71460323179609,61.38272592617482
