gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,71.89038692076173,71.90126868128448,71.90127204289573,71.90116962134151,71.90127174425047
0.0002,71.87950516023898,71.90125861434765,71.90127201783639,71.90086474473053,71.90126964150174
0.0005,71.84687999820753,71.901188634323,71.90127159644248,71.89877060590128,71.90123506306315
0.001,71.79257136209189,71.9009420168128,71.9012684128526,71.89155080820979,71.90098395416643
0.002,71.6842007073712,71.89998126793598,71.90124249728015,71.86452052426432,71.89908732478968
0.005,71.36099532238521,71.89376992708745,71.90079437146201,71.70543756817744,71.8722300545698
0.01,70.8282207176819,71.87512505169805,71.89739933695023,71.28281985535449,71.72380078607499
0.02,69.78131638366442,71.82629119069384,71.87321464874222,70.05811872000525,72.79494018201139
0.03,68.7529635478941,71.78831386278088,71.82546213602927,69.11211125160942,72.54993998123177
0.05,66.72592042526803,71.78660582720187,71.72398544992498,67.33661253139972,71.09499979559872
0.1,61.66523502333375,74.37893860902993,85.3273977139215,63.219444783642444,67.04467329815948
