gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,74.7755916959493,74.78813206086926,74.78814263841926,74.78802731250569,74.78814233170509
0.0002,74.76305133102935,74.78810038846821,74.78814255405163,74.78768383369956,74.78814011054575
0.0005,74.72549353282783,74.78788032473445,74.78814113782718,74.78532195406457,74.78810343791957
0.001,74.66310674091936,74.78710549271888,74.78813047089778,74.77716435451806,74.78783526428305
0.002,74.53910798911816,74.78409206242085,74.78804415013715,74.74654476685461,74.78578437417778
0.005,74.17308904707066,74.76469348472888,74.78657699769883,74.56598948991787,74.7559192592147
0.01,73.58148460941244,74.70679575127362,74.77582410203686,74.09070896259414,74.58624030596988
0.02,72.45617346755127,74.55368343978277,74.70457561171239,73.04300812744177,75.02209316128145
0.03,71.38855695994512,75.67264942932455,70.82124255805965,72.09747857771204,74.38656018915414
0.05,69.35133277030245,82.03675143827542,65.49699462385624,70.27930732176976,72.43672131341712
0.1,56.66591410232737,67.36743597862781,67.00834494381661,66.16460122779723,68.01735113394527
