gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,104.59642704528677,104.62759421284463,104.62760009161133,104.62711971696174,104.6275980913105
0.0002,104.56525987772892,104.62757663180291,104.62760001427313,104.62569452679836,104.62758409824623
0.0005,104.47179349296768,104.62745506475932,104.62759872523219,104.6159842795404,104.62735410675185
0.001,104.31613192117604,104.62703094126691,104.62758913635764,104.58302422815427,104.62568690200355
0.002,104.00523290108517,104.6254106658096,104.62751332638123,104.46329551097143,104.61317935619032
0.005,103.07573335335152,104.61550704813183,104.62630213966679,103.8124679561803,104.44308795710374
0.01,101.53595965857174,104.5890237647691,104.61831481218155,101.53543488956504,104.74466474855753
0.02,98.48289555237461,104.53519185428075,104.57590849711119,98.4089091512934,102.82396776463933
0.03,95.45165782106868,104.50851064436245,104.52177408145988,95.3738328144324,100.00772806503015
0.05,89.41280237302226,104.51890562846883,104.47866326579674,89.4802364732245,94.1015455074657
0.1,74.30669911757599,104.554449587443,104.58185719760803,74.9341142472202,81.1430467853427
