gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,31.02802594185914,31.02878476974597,31.028783532909912,31.02878205576486,31.02878353243702
0.0002,31.027267113974606,31.028788479456882,31.02878353400864,31.028777627368456,31.028783530128088
0.0005,31.02498321151442,31.02881442647302,31.02878355205044,31.028746672730517,31.02878349095171
0.001,31.021151996555822,31.028906952789708,31.028783688024618,31.02863641579643,31.028783189861
0.002,31.013397040321937,31.029275961845677,31.028784790974882,31.028197628301147,31.028780660171996
0.005,30.989394787965512,31.031837138180357,31.02880393252032,31.025168646060628,31.02873310569719
0.01,30.94695243775135,31.04082951519441,31.028956100119373,31.01462477128383,31.028318898657723
0.02,30.853075360306107,31.075509797644937,31.030301168571853,30.97439599197436,31.024403783458244
0.03,30.747509220270338,31.13033896235827,31.0343184992131,30.911083158066155,31.012842757723387
0.05,30.502884674731693,31.2888984070848,31.057565844154084,32.842290121443774,30.95339371293984
0.1,29.716870942379266,33.50048013125419,26.2469443661314,26.982743204068868,35.84480393776653
