gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,21.190750835204796,21.190909362733166,21.190909368059614,21.190908888102268,21.190909367784407
0.0002,21.190592307676425,21.190909347136685,21.190909367516774,21.190907450817267,21.190909365313736
0.0005,21.190116755972202,21.19090924843372,21.19090935849197,21.19089743750048,21.190909324246075
0.001,21.189324263509576,21.190908966530966,21.190909290795297,21.190861993356087,21.190909019231864
0.002,21.187739560490687,21.190908382714422,21.190908745217506,21.19072260725284,21.19090661222665
0.005,21.182986306195748,21.190915016042442,21.190899441667234,21.18979134916583,21.190867927141255
0.01,21.175057596349053,21.19101268454147,21.19082762768231,21.186739670396502,21.19059845479834
0.02,21.159102508156636,21.191993526820873,21.190226070310842,21.176318175282642,21.188723148133636
0.03,21.142877930887447,21.194911333112472,21.188541200204753,21.16197002639341,21.184425220458184
0.05,21.10892660198469,21.210844226999875,21.17989867305066,21.127206732781318,21.167681983704323
0.1,21.00700897696951,21.211863007094884,21.150186569533233,20.986644406387235,21.09024490115058
