gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,-39.620247289875024,-39.62089213295568,-39.62089217530169,-39.62088918209023,-39.62089217072895
0.0002,-39.61960244679656,-39.62089200682573,-39.620892174014955,-39.6208802398049,-39.62089213751906
0.0005,-39.617668169078584,-39.62089114871215,-39.6208921528504,-39.62081828086005,-39.620891587915615
0.001,-39.614445189445156,-39.62088824677907,-39.62089199924702,-39.62060118941964,-39.62088754930995
0.002,-39.60800213211228,-39.620877827840964,-39.62089084221023,-39.61976357730278,-39.620856327140324
0.005,-39.58869315647473,-39.62082525098243,-39.62087476312132,-39.614438142647856,-39.62038293282191
0.01,-39.55656106196668,-39.620740818535495,-39.620793481660655,-39.59838019970122,-39.617409663316494
0.02,-39.492381305396975,-39.620796116722644,-39.62058095477735,-39.54997169014463,-39.60031647426031
0.03,-39.428200794977776,-39.62104208837251,-39.620652166513,-39.490434264657786,-39.56866406678366
0.05,-39.29968067078683,-39.622524769983464,-39.618285593614175,-39.78263256539987,-43.06606392724418
0.1,-38.97683657159019,-39.732074095033724,-39.442954309136894,-38.48758981927371,-45.08661127125915
