gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,30.58904816230255,30.59311009119985,30.593110439853476,30.593094733900752,30.593110420804415
0.0002,30.584986233406635,30.593109045994517,30.593110438803905,30.593047768614568,30.59311028680808
0.0005,30.572802536523668,30.59310175002345,30.59311042118506,30.592721591317925,30.59310806253198
0.001,30.552503323023885,30.593075830906784,30.59311028893164,30.59157374637411,30.59309163234502
0.002,30.511930815140985,30.592973217015118,30.593109222770124,30.587109157316693,30.592963320864747
0.005,30.390417907881528,30.592275858308835,30.59309106376989,30.55813793664468,30.590961937276052
0.01,30.18855995745422,30.589929127681007,30.592952002075123,30.467878286169825,30.577759416283072
0.02,29.787190787227434,30.581664906405067,30.591826344872686,30.183460080812466,30.495087684802723
0.03,29.38868354783059,30.570211009056337,30.588874610534774,29.821745375870098,30.327944374133494
0.05,28.59897480259301,30.54411323919263,30.57597894688962,28.84069484206356,31.756369956156433
0.1,26.653836365993946,30.494540889985483,30.527281801791858,26.98875269187144,31.258118615362818
