gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,8.0763421608743,8.077349147634823,8.077349238852985,8.077348140326116,8.07734923850001
0.0002,8.075335174114608,8.077348874029228,8.077349238785668,8.077344847627105,8.077349235947962
0.0005,8.072314761002907,8.07734696023949,8.077349237534616,8.077321848206518,8.077349193359629
0.001,8.067282561766325,8.077340135010864,8.077349228222108,8.07724003871856,8.077348875869802
0.002,8.057224988521785,8.077312908821957,8.07734915341528,8.076915317446042,8.07734635166546
0.005,8.02710667836813,8.077123784970306,8.07734789360521,8.074690194579489,8.077304904680197
0.01,7.977089571765953,8.076458255431692,8.07733835154108,8.067053003074243,8.077004743309924
0.02,7.877720888100213,8.073873417625173,8.077260345918457,8.03869913199441,8.074750157826253
0.03,7.779221257302177,8.069730686954385,8.07704411230695,7.99558485097639,8.069080233011997
0.05,7.584739531735793,8.057333138705957,8.07590216835196,7.875475315688158,8.043361759356925
0.1,7.112145924764239,8.00897505520998,8.065653679922423,7.458486213407621,7.875651850614155
