gamma,noisy,first_order,second_order,f_RE,s_RE
0.0001,81.73848816077198,81.73946578649401,81.73946558829425,81.73945592833859,81.73946556573614
0.0002,81.73751053504881,81.73946639638642,81.73946556686874,81.73942714252625,81.73946538742877
0.0005,81.73457642585065,81.7394710827926,81.73946520723953,81.73922903185094,81.73946245008827
0.001,81.72968176890936,81.73949064310266,81.73946249515251,81.73854349308573,81.73944104902115
0.002,81.71987289471508,81.7395907530345,81.73944049523604,81.73595864284631,81.73927837684406
0.005,81.69023340882188,81.74072556037842,81.73906342718084,81.72045012297934,81.73693283923396
0.01,81.63974125726664,81.74774117481441,81.73622877055561,81.67778572706493,81.72353471832257
0.02,81.5317413397183,81.79758646330147,81.71537180674295,82.91615522007015,81.65914527670724
0.03,81.40909560999627,81.87094810950751,81.81684569796062,83.06703077331913,85.10390970920498
0.05,81.1244214800607,82.2188655602766,81.70960546873252,82.93538857287221,86.47518789633247
0.1,80.02997739984701,83.55097085163781,81.86753557596089,80.1573115714588,89.19625121444115
